name,match,ftype,style,family,ver,letter
quanta-services-inc,5422,serif,clarendon,clarendon,wbi,m
quest-diagnostic,6501,serif,kepler,kepler,wide,q
quest-diagnostic,1380,serif,oldstyle,bembo,orig,t
quest-diagnostic,1395,serif,oldstyle,bembo,orig,u
quest-diagnostic,5382,serif,clarendon,clarendon,wbi,a
quest-diagnostic,208,serif,transitional,times,orig,d
quest-diagnostic,1380,serif,oldstyle,bembo,orig,t
quest-diagnostic,1653,serif,transitional,americana,bold,i
quest-diagnostic,7159,serif,monotype,monotype,orig,n
quest-diagnostic,689,serif,transitional,americana,orig,o
quest-diagnostic,1095,serif,didone,bodoni,orig,s
quest-diagnostic,7156,serif,monotype,monotype,orig,i
quest-diagnostic,188,serif,transitional,times,orig,c
quest-diagnostic,192,serif,transitional,times,orig,s
quest-diagnostic,2722,sans,geom-square,eurostile,cb,g
quest-diagnostic,1818,sans,geom,futura,cb,e
quintiles-transnational-holdings,4515,sans,geom,bauhaus,orig,o
quintiles-transnational-holdings,5560,serif,clarendon,clarendon,wl,g
quintiles-transnational-holdings,1982,sans,humanist,gillsans,light,s
quintiles-transnational-holdings,1731,sans,grotesque,helvetica,orig,u
quintiles-transnational-holdings,5183,sans,grotesque,helvetica,wide,i
quintiles-transnational-holdings,1727,sans,grotesque,helvetica,orig,n
quintiles-transnational-holdings,81,sans,geom,comfortaa,bold,t
quintiles-transnational-holdings,5183,sans,grotesque,helvetica,wide,i
quintiles-transnational-holdings,3505,sans,humanist,gillsans,orig,l
quintiles-transnational-holdings,1849,sans,geom-square,eurostile,orig,e
qvc,1713,sans,grotesque,helvetica,orig,q
qvc,5173,sans,grotesque,helvetica,wide,c
qvc,3539,sans,humanist,gillsans,orig,v
rackspace,2595,sans,geom,futura,cbi,r
rackspace,1072,sans,humanist,gillsans,italic,a
rackspace,3963,sans,geom,futura,bi,c
rackspace,2976,sans,geom-square,eurostile,bi,p
rackspace,1072,sans,humanist,gillsans,italic,a
rackspace,3963,sans,geom,futura,bi,c
rackspace,5649,serif,clarendon,clarendon,wli,d
rackspace,4420,serif,slab,rockwell,italic,d
rackspace,5114,sans,grotesque,helvetica,wi,m
rackspace,2663,sans,geom,futura,italic,n
rackspace,5113,sans,grotesque,helvetica,wi,g
rackspace,4431,serif,slab,rockwell,italic,e
rackspace,4430,serif,slab,rockwell,italic,c
rackspace,4558,sans,geom,bauhaus,orig,o
rackspace,4119,sans,geom-square,eurostile,italic,a
rackspace,2084,sans,humanist,gillsans,bi,u
rackspace,5302,sans,grotesque,helvetica,wli,m
rackspace,5305,sans,grotesque,helvetica,wli,p
rackspace,3705,sans,geom,bauhaus,bold,b
rackspace,3967,sans,geom,futura,bi,s
rackspace,450,callig,casual,nadianne,bold,l
ralph-lauren,1828,sans,geom,futura,cb,u
ralph-lauren,2719,sans,geom-square,eurostile,cb,a
ralph-lauren,2394,serif,transitional,times,co,l
ralph-lauren,6985,serif,monotype,monotype,co,a
ralph-lauren,3441,serif,slab,rockwell,light,l
ralph-lauren,7000,serif,monotype,monotype,co,p
ralph-lauren,6011,serif,kepler,kepler,co,h
ralph-lauren,3001,sans,grotesque,helvetica,co,l
ralph-lauren,1113,serif,didone,bodoni,orig,n
ralph-lauren,1818,sans,geom,futura,cb,e
ramada,4280,sans,geom,comfortaa,orig,r
ramada,1946,sans,humanist,gillsans,light,a
ramada,2000,sans,geom,futura,light,m
ramada,1946,sans,humanist,gillsans,light,a
ramada,1948,sans,humanist,gillsans,light,d
ramada,1946,sans,humanist,gillsans,light,a
raymond-james,6500,serif,kepler,kepler,wide,o
raymond-james,5080,sans,grotesque,helvetica,wi,j
raymond-james,1818,sans,geom,futura,cb,e
raymond-james,2679,sans,geom-square,eurostile,cb,d
raytheon,3315,sans,grotesque,helvetica,bold,r
raytheon,3325,sans,grotesque,helvetica,bold,h
raytheon,4057,sans,geom-square,eurostile,bold,a
raytheon,4183,sans,geom,futura,bold,e
raytheon,3344,sans,grotesque,helvetica,bold,n
raytheon,4873,sans,geom-square,eurostile,wb,i
raytheon,2708,sans,geom-square,eurostile,cb,o
raytheon,1201,sans,humanist,gillsans,co,i
realogy-holdings-corp,3484,sans,humanist,gillsans,orig,o
realogy-holdings-corp,63,sans,geom,comfortaa,bold,g
realogy-holdings-corp,3515,sans,humanist,gillsans,orig,y
realogy-holdings-corp,1959,sans,humanist,gillsans,light,r
realogy-holdings-corp,3499,sans,humanist,gillsans,orig,e
realogy-holdings-corp,3496,sans,humanist,gillsans,orig,a
realogy-holdings-corp,3505,sans,humanist,gillsans,orig,l
regions,6578,serif,kepler,kepler,wl,r
regions,596,serif,transitional,times,bold,g
regions,705,serif,transitional,americana,orig,o
regions,192,serif,transitional,times,orig,s
regions,271,serif,transitional,times,cb,l
regions,268,serif,transitional,times,cb,i
regions,679,serif,transitional,americana,orig,n
regions,1818,sans,geom,futura,cb,e
regions,2430,serif,slab,rockwell,cb,o
reinsurance-group-of-america,5193,sans,grotesque,helvetica,wl,o
reinsurance-group-of-america,3004,sans,grotesque,helvetica,co,p
reinsurance-group-of-america,2751,sans,humanist,gillsans,cb,a
reliance-steel-aluminum-co,3341,sans,grotesque,helvetica,bold,e
reliance-steel-aluminum-co,4280,sans,geom,comfortaa,orig,r
reliance-steel-aluminum-co,726,sans,grotesque,helvetica,light,e
reliance-steel-aluminum-co,1955,sans,humanist,gillsans,light,l
reliance-steel-aluminum-co,729,sans,grotesque,helvetica,light,i
reliance-steel-aluminum-co,1588,sans,geom,comfortaa,light,a
reliance-steel-aluminum-co,1857,sans,geom-square,eurostile,orig,n
reliance-steel-aluminum-co,1586,sans,geom,comfortaa,light,c
reliance-steel-aluminum-co,726,sans,grotesque,helvetica,light,e
reliance-steel-aluminum-co,1787,sans,geom,futura,cb,a
reliance-steel-aluminum-co,5360,serif,clarendon,clarendon,wb,e
reliance-steel-aluminum-co,946,serif,didone,bodoni,bold,t
reliance-steel-aluminum-co,98,sans,geom,comfortaa,bold,i
reliance-steel-aluminum-co,4804,sans,amp,helvetica,bold,&
republic-services,4343,sans,grotesque,helvetica,bi,r
republic-services,2938,sans,geom-square,eurostile,bi,e
republic-services,4342,sans,grotesque,helvetica,bi,p
republic-services,4345,sans,grotesque,helvetica,bi,u
republic-services,2936,sans,geom-square,eurostile,bi,b
republic-services,4339,sans,grotesque,helvetica,bi,l
republic-services,2600,sans,geom,futura,cbi,i
republic-services,4324,sans,grotesque,helvetica,bi,c
republic-services,3659,sans,grotesque,helvetica,italic,s
republic-services,4430,serif,slab,rockwell,italic,c
republic-services,6285,serif,kepler,kepler,orig,s
republic-services,2072,sans,humanist,gillsans,bi,e
republic-services,3625,sans,grotesque,helvetica,italic,r
republic-services,3663,sans,grotesque,helvetica,italic,v
republic-services,3615,sans,grotesque,helvetica,italic,e
republic-services,5920,serif,kepler,kepler,cbi,i
reynolds-american,4094,sans,geom-square,eurostile,italic,i
reynolds-american,2491,serif,transitional,times,ci,d
reynolds-american,23,sans,geom,futura,ci,r
reynolds-american,45,sans,geom,futura,ci,e
reynolds-american,50,sans,geom,futura,ci,n
reynolds-american,20,sans,geom,futura,ci,o
reynolds-american,24,sans,geom,futura,ci,s
reynolds-american,60,sans,geom,futura,ci,y
reynolds-american,6,sans,geom,futura,ci,a
reynolds-american,49,sans,geom,futura,ci,m
reynolds-american,45,sans,geom,futura,ci,e
reynolds-american,50,sans,geom,futura,ci,n
reynolds-american,54,sans,geom,futura,ci,r
reynolds-american,3618,sans,grotesque,helvetica,italic,l
reynolds-american,8,sans,geom,futura,ci,c
reynolds-american,389,callig,glyphic,copperplate-gothic,orig,a
rite-aid-corporation,2430,serif,slab,rockwell,cb,o
rite-aid-corporation,559,sans,humanist,gillsans,bold,r
rite-aid-corporation,4160,sans,geom,futura,bold,i
rite-aid-corporation,4168,sans,geom,futura,bold,t
rite-aid-corporation,549,sans,humanist,gillsans,bold,e
rite-aid-corporation,4154,sans,geom,futura,bold,a
rite-aid-corporation,2777,sans,humanist,gillsans,cb,i
rite-aid-corporation,3687,callig,glyphic,copperplate-gothic,bold,d
rockwell-automation,3315,sans,grotesque,helvetica,bold,r
rockwell-automation,2791,sans,humanist,gillsans,cb,i
rockwell-automation,4953,sans,grotesque,helvetica,wb,l
rockwell-automation,5364,serif,clarendon,clarendon,wb,o
rockwell-automation,576,sans,humanist,gillsans,bold,c
rockwell-automation,3341,sans,grotesque,helvetica,bold,e
rockwell-automation,546,sans,humanist,gillsans,bold,a
rockwell-automation,3338,sans,grotesque,helvetica,bold,t
rockwell-automation,3338,sans,grotesque,helvetica,bold,t
rockwell-automation,5364,serif,clarendon,clarendon,wb,o
rockwell-automation,3343,sans,grotesque,helvetica,bold,m
rockwell-automation,3339,sans,grotesque,helvetica,bold,a
rockwell-automation,5364,serif,clarendon,clarendon,wb,o
rockwell-automation,3344,sans,grotesque,helvetica,bold,n
rockwell-automation,4380,sans,grotesque,helvetica,bi,u
rockwell-automation,4953,sans,grotesque,helvetica,wb,l
rockwell-automation,5001,sans,grotesque,helvetica,wb,w
ross-dress-for-less,103,sans,geom,comfortaa,bold,o
ross-dress-for-less,4565,sans,geom,bauhaus,orig,s
ross-dress-for-less,4565,sans,geom,bauhaus,orig,s
ross-dress-for-less,66,sans,geom,comfortaa,bold,d
ross-dress-for-less,4565,sans,geom,bauhaus,orig,s
ross-dress-for-less,4565,sans,geom,bauhaus,orig,s
ross-dress-for-less,103,sans,geom,comfortaa,bold,o
ross-dress-for-less,555,sans,humanist,gillsans,bold,l
ross-dress-for-less,4565,sans,geom,bauhaus,orig,s
ross-dress-for-less,4565,sans,geom,bauhaus,orig,s
ross-dress-for-less,4193,sans,geom,futura,bold,l
ross-dress-for-less,4835,sans,geom-square,eurostile,wb,f
royal-caribbean-cruises,1818,sans,geom,futura,cb,e
royal-caribbean-cruises,2729,sans,geom-square,eurostile,cb,s
royal-caribbean-cruises,2729,sans,geom-square,eurostile,cb,s
royal-caribbean-cruises,130,serif,oldstyle,centaur,orig,c
royal-caribbean-cruises,866,serif,oldstyle,centaur,bold,r
royal-caribbean-cruises,1967,sans,humanist,gillsans,light,b
royal-caribbean-cruises,193,serif,transitional,times,orig,b
royal-caribbean-cruises,4763,callig,glyphic,trajan,bold,o
royal-caribbean-cruises,1653,serif,transitional,americana,bold,i
royal-caribbean-cruises,230,serif,transitional,times,orig,c
royal-caribbean-cruises,6611,serif,kepler,kepler,wl,y
royal-caribbean-cruises,2687,sans,geom-square,eurostile,cb,l
royal-caribbean-cruises,3751,sans,geom,bauhaus,bold,i
royal-caribbean-cruises,1011,serif,slab,rockwell,co,e
royal-caribbean-cruises,5418,serif,clarendon,clarendon,wbi,a
rr-donnelley-and-sons-co,6507,serif,kepler,kepler,wide,d
rr-donnelley-and-sons-co,6500,serif,kepler,kepler,wide,o
rr-donnelley-and-sons-co,1364,serif,oldstyle,bembo,orig,e
rr-donnelley-and-sons-co,1111,serif,didone,bodoni,orig,l
rr-donnelley-and-sons-co,1111,serif,didone,bodoni,orig,l
rr-donnelley-and-sons-co,1364,serif,oldstyle,bembo,orig,e
rr-donnelley-and-sons-co,6271,serif,kepler,kepler,orig,y
rr-donnelley-and-sons-co,1790,sans,geom,futura,cb,d
rr-donnelley-and-sons-co,2430,serif,slab,rockwell,cb,o
rr-donnelley-and-sons-co,6748,serif,monotype,monotype,bold,l
rr-donnelley-and-sons-co,1789,sans,geom,futura,cb,c
rr-donnelley-and-sons-co,2430,serif,slab,rockwell,cb,o
rr-donnelley-and-sons-co,1787,sans,geom,futura,cb,a
rr-donnelley-and-sons-co,2729,sans,geom-square,eurostile,cb,s
rr-donnelley-and-sons-co,2729,sans,geom-square,eurostile,cb,s
ryder-system,4352,sans,grotesque,helvetica,bi,d
ryder-system,4376,sans,grotesque,helvetica,bi,r
ryder-system,5420,serif,clarendon,clarendon,wbi,e
ryder-system,3266,sans,grotesque,helvetica,cbi,b
ryder-system,3971,sans,geom,futura,bi,e
ryder-system,3279,sans,grotesque,helvetica,cbi,e
ryder-system,2595,sans,geom,futura,cbi,r
ryder-system,3279,sans,grotesque,helvetica,cbi,e
ryder-system,3279,sans,grotesque,helvetica,cbi,e
ryder-system,2595,sans,geom,futura,cbi,r
ryder-system,2609,sans,geom,futura,cbi,v
ryder-system,4343,sans,grotesque,helvetica,bi,r
ryder-system,2954,sans,geom-square,eurostile,bi,y
ryder-system,5051,sans,grotesque,helvetica,wbi,s
ryder-system,2594,sans,geom,futura,cbi,t
sabre,3997,sans,geom,futura,bi,e
sabre,4376,sans,grotesque,helvetica,bi,r
sabre,4831,sans,geom-square,eurostile,wb,a
safeway,2186,sans,geom,futura,orig,a
safeway,2195,sans,geom,futura,orig,w
safeway,2186,sans,geom,futura,orig,a
safeway,3486,sans,humanist,gillsans,orig,s
safeway,3500,sans,humanist,gillsans,orig,f
safeway,3499,sans,humanist,gillsans,orig,e
safeway,405,callig,glyphic,copperplate-gothic,orig,y
salesforce,6683,serif,monotype,monotype,bi,f
salesforce,4546,sans,geom,bauhaus,orig,l
salesforce,3674,callig,glyphic,copperplate-gothic,bold,s
salesforce,1877,sans,geom-square,eurostile,orig,a
salesforce,3527,sans,humanist,gillsans,orig,e
salesforce,3674,callig,glyphic,copperplate-gothic,bold,s
salesforce,1759,sans,grotesque,helvetica,orig,o
salesforce,2233,sans,geom,futura,orig,r
salesforce,3526,sans,humanist,gillsans,orig,c
salesforce,3527,sans,humanist,gillsans,orig,e
sams-club,2377,serif,transitional,times,co,s
sams-club,6249,serif,kepler,kepler,orig,c
sams-club,4891,sans,geom-square,eurostile,wide,l
sams-club,3517,sans,humanist,gillsans,orig,b
sams-club,1257,sans,geom-square,eurostile,co,a
sams-club,703,serif,transitional,americana,orig,m
sams-club,6265,serif,kepler,kepler,orig,s
sams-club,1766,sans,grotesque,helvetica,orig,u
samsung,4686,sans,grotesque,helvetica,cb,s
samsung,2442,serif,slab,rockwell,cb,a
samsung,3312,sans,grotesque,helvetica,bold,m
samsung,2766,sans,humanist,gillsans,cb,u
samsung,3694,callig,glyphic,copperplate-gothic,bold,n
samsung,2729,sans,geom-square,eurostile,cb,s
sandisk,6564,serif,kepler,kepler,wl,s
sandisk,2892,serif,clarendon,clarendon,orig,k
sandisk,1753,sans,grotesque,helvetica,orig,a
sandisk,647,serif,transitional,times,bold,s
sandisk,3203,serif,clarendon,clarendon,bold,i
sanmina-corporation,3486,sans,humanist,gillsans,orig,s
sanmina-corporation,3496,sans,humanist,gillsans,orig,a
sanmina-corporation,3507,sans,humanist,gillsans,orig,n
sanmina-corporation,3506,sans,humanist,gillsans,orig,m
sanmina-corporation,4529,sans,geom,bauhaus,orig,i
sanmina-corporation,3507,sans,humanist,gillsans,orig,n
sanmina-corporation,3496,sans,humanist,gillsans,orig,a
santander,1818,sans,geom,futura,cb,e
santander,1339,serif,oldstyle,bembo,orig,d
santander,1353,serif,oldstyle,bembo,orig,s
santander,1380,serif,oldstyle,bembo,orig,t
santander,229,serif,transitional,times,orig,a
santander,1390,serif,oldstyle,bembo,orig,n
santander,229,serif,transitional,times,orig,a
santander,1390,serif,oldstyle,bembo,orig,n
santander,1694,serif,transitional,americana,bold,e
santander,240,serif,transitional,times,orig,r
sap,1596,sans,geom,comfortaa,light,o
sap,1787,sans,geom,futura,cb,a
schlumberger,984,serif,slab,rockwell,co,s
schlumberger,1775,sans,geom,futura,cb,h
schlumberger,4671,sans,grotesque,helvetica,cb,l
schlumberger,1010,serif,slab,rockwell,co,c
schlumberger,1011,serif,slab,rockwell,co,e
schlumberger,1800,sans,geom,futura,cb,p
schlumberger,3874,sans,geom,futura,co,g
schlumberger,1011,serif,slab,rockwell,co,e
schlumberger,1800,sans,geom,futura,cb,p
schlumberger,1788,sans,geom,futura,cb,b
schlumberger,1622,sans,geom,comfortaa,light,i
schlumberger,1622,sans,geom,comfortaa,light,i
seaboard-corporation,1353,serif,oldstyle,bembo,orig,s
seaboard-corporation,187,serif,transitional,times,orig,a
seaboard-corporation,187,serif,transitional,times,orig,a
seaboard-corporation,140,serif,oldstyle,centaur,orig,e
seaboard-corporation,207,serif,transitional,times,orig,b
seaboard-corporation,219,serif,transitional,times,orig,r
seaboard-corporation,3434,serif,slab,rockwell,light,d
seaboard-corporation,188,serif,transitional,times,orig,c
seaboard-corporation,689,serif,transitional,americana,orig,o
seaboard-corporation,689,serif,transitional,americana,orig,o
seaboard-corporation,187,serif,transitional,times,orig,a
seaboard-corporation,689,serif,transitional,americana,orig,o
seaboard-corporation,219,serif,transitional,times,orig,r
seaboard-corporation,218,serif,transitional,times,orig,p
seaboard-corporation,219,serif,transitional,times,orig,r
seaboard-corporation,1960,sans,humanist,gillsans,light,t
seaboard-corporation,1367,serif,oldstyle,bembo,orig,i
seaboard-corporation,217,serif,transitional,times,orig,n
seaboard-corporation,2430,serif,slab,rockwell,cb,o
seaboard-corporation,2430,serif,slab,rockwell,cb,o
seagate,1982,sans,humanist,gillsans,light,s
seagate,4263,sans,geom,comfortaa,orig,g
seagate,1849,sans,geom-square,eurostile,orig,e
seagate,3496,sans,humanist,gillsans,orig,a
seagate,5196,sans,grotesque,helvetica,wl,a
seagate,1860,sans,geom-square,eurostile,orig,t
seagate,1849,sans,geom-square,eurostile,orig,e
sealed-air-corporation,287,serif,transitional,times,cb,l
sealed-air-corporation,5135,sans,grotesque,helvetica,wide,a
sealed-air-corporation,4565,sans,geom,bauhaus,orig,s
sealed-air-corporation,4270,sans,geom,comfortaa,orig,i
sealed-air-corporation,745,sans,grotesque,helvetica,light,d
sealed-air-corporation,1620,sans,geom,comfortaa,light,e
sealed-air-corporation,1877,sans,geom-square,eurostile,orig,a
sealed-air-corporation,1620,sans,geom,comfortaa,light,e
sealed-air-corporation,2297,sans,geom,futura,li,r
sealed-air-corporation,98,sans,geom,comfortaa,bold,i
sealed-air-corporation,1825,sans,geom,futura,cb,p
sealed-air-corporation,1816,sans,geom,futura,cb,a
sears-holdings-corporation,1999,sans,geom,futura,light,l
sears-holdings-corporation,2036,sans,geom,futura,light,t
sears-holdings-corporation,1951,sans,humanist,gillsans,light,h
sears-holdings-corporation,1999,sans,geom,futura,light,l
sears-holdings-corporation,1999,sans,geom,futura,light,l
sears-holdings-corporation,3836,sans,geom,futura,co,c
sears-holdings-corporation,2473,serif,slab,rockwell,cb,o
sears-holdings-corporation,2729,sans,geom-square,eurostile,cb,s
sears-holdings-corporation,2430,serif,slab,rockwell,cb,o
seiyu,4018,sans,geom-square,eurostile,bold,s
seiyu,4028,sans,geom-square,eurostile,bold,e
seiyu,4160,sans,geom,futura,bold,i
seiyu,4044,sans,geom-square,eurostile,bold,y
seiyu,4169,sans,geom,futura,bold,u
sempra-energy,1353,serif,oldstyle,bembo,orig,s
sempra-energy,2388,serif,transitional,times,co,e
sempra-energy,6232,serif,kepler,kepler,light,p
sempra-energy,3463,serif,slab,rockwell,light,a
sempra-energy,7278,serif,monotype,monotype,wide,e
sempra-energy,7155,serif,monotype,monotype,orig,g
sempra-energy,1818,sans,geom,futura,cb,e
sheraton,4847,sans,geom-square,eurostile,wb,v
sheraton,1660,serif,transitional,americana,bold,s
sheraton,5526,serif,clarendon,clarendon,wide,h
sheraton,636,serif,transitional,times,bold,t
sheraton,1135,serif,didone,bodoni,orig,e
sheraton,5602,serif,clarendon,clarendon,wl,a
sheraton,597,serif,transitional,times,bold,o
sheraton,6540,serif,kepler,kepler,wide,n
sheraton,1144,serif,didone,bodoni,orig,r
sherwin-williams,2061,sans,humanist,gillsans,bi,s
sherwin-williams,3664,sans,grotesque,helvetica,italic,w
sherwin-williams,2940,sans,geom-square,eurostile,bi,h
sherwin-williams,3248,sans,grotesque,helvetica,cbi,e
sherwin-williams,3258,sans,grotesque,helvetica,cbi,r
sherwin-williams,3985,sans,geom,futura,bi,w
sherwin-williams,3623,sans,grotesque,helvetica,italic,n
sherwin-williams,3254,sans,grotesque,helvetica,cbi,l
sherwin-williams,3977,sans,geom,futura,bi,l
sherwin-williams,3968,sans,geom,futura,bi,a
sherwin-williams,4340,sans,grotesque,helvetica,bi,m
sherwin-williams,2061,sans,humanist,gillsans,bi,s
sherwin-williams,4378,sans,grotesque,helvetica,bi,i
siemens,536,sans,humanist,gillsans,bold,s
siemens,536,sans,humanist,gillsans,bold,s
siemens,3327,sans,grotesque,helvetica,bold,i
siemens,549,sans,humanist,gillsans,bold,e
siemens,4035,sans,geom-square,eurostile,bold,m
siemens,549,sans,humanist,gillsans,bold,e
siemens,1727,sans,grotesque,helvetica,orig,n
simon-property-group,4885,sans,geom-square,eurostile,wide,s
simon-property-group,4930,sans,geom-square,eurostile,wide,o
simon-property-group,4529,sans,geom,bauhaus,orig,i
simon-property-group,4909,sans,geom-square,eurostile,wide,n
simon-property-group,3861,sans,geom,futura,co,1
simon-property-group,5049,sans,grotesque,helvetica,wbi,e
simon-property-group,2604,sans,geom,futura,cbi,o
sirius,167,serif,oldstyle,centaur,orig,j
sirius,888,serif,oldstyle,centaur,bold,j
sirius,3349,sans,grotesque,helvetica,bold,s
sirius,4185,sans,geom,futura,bold,m
sirius,3320,sans,grotesque,helvetica,bold,x
sirius,2477,serif,slab,rockwell,cb,j
sirius,3348,sans,grotesque,helvetica,bold,r
sirius,3349,sans,grotesque,helvetica,bold,s
sirius,2791,sans,humanist,gillsans,cb,i
sirius,4873,sans,geom-square,eurostile,wb,i
sirius,3352,sans,grotesque,helvetica,bold,u
sirius,536,sans,humanist,gillsans,bold,s
sirius,546,sans,humanist,gillsans,bold,a
sirius,549,sans,humanist,gillsans,bold,e
sirius,4028,sans,geom-square,eurostile,bold,e
sirius,3696,callig,glyphic,copperplate-gothic,bold,r
sirius,5135,sans,grotesque,helvetica,wide,a
sirius,548,sans,humanist,gillsans,bold,d
sirius,5178,sans,grotesque,helvetica,wide,o
skechers,5390,serif,clarendon,clarendon,wbi,k
skechers,5387,serif,clarendon,clarendon,wbi,h
snap-on-inc,5423,serif,clarendon,clarendon,wbi,n
snap-on-inc,5423,serif,clarendon,clarendon,wbi,n
snap-on-inc,5052,sans,grotesque,helvetica,wbi,a
snap-on-inc,5393,serif,clarendon,clarendon,wbi,n
sonic-automotive,5424,serif,clarendon,clarendon,wbi,o
sonic-automotive,5423,serif,clarendon,clarendon,wbi,n
sonic-automotive,4378,sans,grotesque,helvetica,bi,i
sonic-automotive,4831,sans,geom-square,eurostile,wb,a
sonic-automotive,6345,serif,kepler,kepler,wb,t
sonic-automotive,4975,sans,grotesque,helvetica,wb,t
sonic-automotive,4875,sans,geom-square,eurostile,wb,u
sonic-automotive,4868,sans,geom-square,eurostile,wb,o
sonic-automotive,4994,sans,grotesque,helvetica,wb,m
sonic-automotive,6355,serif,kepler,kepler,wb,o
sonic-automotive,3350,sans,grotesque,helvetica,bold,i
sonic-automotive,5370,serif,clarendon,clarendon,wb,v
sonic-automotive,4987,sans,grotesque,helvetica,wb,e
sony,4934,sans,geom-square,eurostile,wide,s
sony,6541,serif,kepler,kepler,wide,o
sony,4234,serif,oldstyle,bembo,bold,n
sony,4850,sans,geom-square,eurostile,wb,y
southern-company,584,sans,humanist,gillsans,bold,s
southern-company,4187,sans,geom,futura,bold,o
southern-company,3317,sans,grotesque,helvetica,bold,u
southern-company,3316,sans,grotesque,helvetica,bold,t
southern-company,3307,sans,grotesque,helvetica,bold,h
southern-company,4157,sans,geom,futura,bold,e
southern-company,559,sans,humanist,gillsans,bold,r
southern-company,4165,sans,geom,futura,bold,n
southern-company,4182,sans,geom,futura,bold,c
southern-company,4187,sans,geom,futura,bold,o
southern-company,4164,sans,geom,futura,bold,m
southern-company,3346,sans,grotesque,helvetica,bold,p
southern-company,3302,sans,grotesque,helvetica,bold,a
southern-company,4165,sans,geom,futura,bold,n
southern-company,4044,sans,geom-square,eurostile,bold,y
southwest,3519,sans,humanist,gillsans,orig,h
southwest,3532,sans,humanist,gillsans,orig,s
southwest,2718,sans,geom-square,eurostile,cb,t
southwest,2780,sans,humanist,gillsans,cb,t
southwest,3709,sans,geom,bauhaus,bold,o
southwest,2102,sans,humanist,gillsans,bi,e
southwest,536,sans,humanist,gillsans,bold,s
southwest,3538,sans,humanist,gillsans,orig,u
southwest,4171,sans,geom,futura,bold,w
spartannash-company,107,sans,geom,comfortaa,bold,s
spartannash-company,1727,sans,grotesque,helvetica,orig,n
spartannash-company,4544,sans,geom,bauhaus,orig,h
spartannash-company,4676,sans,grotesque,helvetica,cb,t
spartannash-company,5179,sans,grotesque,helvetica,wide,p
spartannash-company,1753,sans,grotesque,helvetica,orig,a
spartannash-company,1753,sans,grotesque,helvetica,orig,a
spartannash-company,2229,sans,geom,futura,orig,n
spartannash-company,1753,sans,grotesque,helvetica,orig,a
spartannash-company,107,sans,geom,comfortaa,bold,s
spartannash-company,3758,sans,geom,bauhaus,bold,r
spartannash-company,2430,serif,slab,rockwell,cb,o
spectra-energy-corp,2628,sans,geom,futura,italic,s
spectra-energy-corp,5107,sans,grotesque,helvetica,wi,t
spectra-energy-corp,3656,sans,grotesque,helvetica,italic,p
spectra-energy-corp,4431,serif,slab,rockwell,italic,e
spectra-energy-corp,1073,sans,humanist,gillsans,italic,c
spectra-energy-corp,4429,serif,slab,rockwell,italic,a
spectra-energy-corp,2667,sans,geom,futura,italic,r
spectra-energy-corp,2638,sans,geom,futura,italic,e
spectra-energy-corp,3654,sans,grotesque,helvetica,italic,n
spectra-energy-corp,3651,sans,grotesque,helvetica,italic,e
spectra-energy-corp,3652,sans,grotesque,helvetica,italic,g
spectra-energy-corp,6171,serif,kepler,kepler,li,r
spectra-energy-corp,3666,sans,grotesque,helvetica,italic,y
spectra-energy-corp,2598,sans,geom,futura,cbi,e
spectra-energy-corp,2604,sans,geom,futura,cbi,o
spectrum,2190,sans,geom,futura,orig,c
spectrum,771,sans,grotesque,helvetica,light,s
spectrum,2222,sans,geom,futura,orig,t
spectrum,1886,sans,geom-square,eurostile,orig,p
spectrum,2226,sans,geom,futura,orig,e
spectrum,1878,sans,geom-square,eurostile,orig,c
spectrum,1762,sans,grotesque,helvetica,orig,r
spectrum,2237,sans,geom,futura,orig,u
spectrum,100,sans,geom,comfortaa,bold,m
spirit-aerosystems-holdings,461,callig,casual,nadianne,bold,s
spirit-aerosystems-holdings,4933,sans,geom-square,eurostile,wide,r
spirit-aerosystems-holdings,4143,sans,geom,futura,bold,l
spirit-aerosystems-holdings,5183,sans,grotesque,helvetica,wide,i
spirit-aerosystems-holdings,3675,callig,glyphic,copperplate-gothic,bold,t
spirit-aerosystems-holdings,5138,sans,grotesque,helvetica,wide,e
spirit-aerosystems-holdings,5148,sans,grotesque,helvetica,wide,r
spirit-aerosystems-holdings,5131,sans,grotesque,helvetica,wide,o
spirit-aerosystems-holdings,1889,sans,geom-square,eurostile,orig,s
spirit-aerosystems-holdings,1889,sans,geom-square,eurostile,orig,s
spirit-aerosystems-holdings,4901,sans,geom-square,eurostile,wide,e
spirit-aerosystems-holdings,5145,sans,grotesque,helvetica,wide,m
spirit-aerosystems-holdings,1889,sans,geom-square,eurostile,orig,s
spirit-aerosystems-holdings,5177,sans,grotesque,helvetica,wide,n
sprint,1982,sans,humanist,gillsans,light,s
sprint,2160,serif,slab,rockwell,orig,t
sprint,3536,sans,humanist,gillsans,orig,p
sprint,1762,sans,grotesque,helvetica,orig,r
sprint,2229,sans,geom,futura,orig,n
sprint,5183,sans,grotesque,helvetica,wide,i
sprite,3152,serif,oldstyle,centaur,italic,t
sprite,826,serif,oldstyle,centaur,bi,e
sprite,2961,sans,geom-square,eurostile,bi,i
sprite,54,sans,geom,futura,ci,r
sprite,3165,serif,oldstyle,centaur,italic,s
sprite,2605,sans,geom,futura,cbi,p
st-jude-medical,678,serif,transitional,americana,orig,m
