"","X","name","feat","area","frac","label","selem","label.1","selem_desc"
"1430",1429,"coremark-holding-company",5,2062,0.0158651996614603,16,16,1,"Small diagonal decorative"
"1431",1430,"coremark-holding-company",6,1569,0.0120720166192198,23,23,1,"Thin lines (outlines)"
"1432",1431,"coremark-holding-company",7,2535,0.0195045010387012,67,67,6,"Combined strings and curved decorations"
"1433",1432,"coremark-holding-company",8,13210,0.101638839732246,77,77,1,"Small-medium hollow circle decorations"
"1436",1435,"corning",0,2096,0.0266585266585267,42,42,6,"Narrow hollow decorations and fonts"
"1437",1436,"corning",1,4658,0.0592439967439968,1,1,1,"Line based designs, medium sized"
"1439",1438,"costco",0,2987,0.0314871816495193,25,25,6,"Mixture of strings and curved long solid elements"
"1440",1439,"costco",1,1307,0.0137776184854107,91,91,1,"Small horizontal line-like"
"1441",1440,"costco",2,1332,0.0140411536515433,91,91,1,"Small horizontal line-like"
"1442",1441,"costco",3,1357,0.0143046888176758,91,91,1,"Small horizontal line-like"
"1444",1443,"costco",5,5183,0.0546361106426042,20,20,6,"two chars combined, or solid blocky smallish decorations"
"1446",1445,"courtyard",0,3978,0.0553599510138191,25,25,6,"Mixture of strings and curved long solid elements"
"1447",1446,"courtyard",1,4928,0.0685806532418553,1,1,1,"Line based designs, medium sized"
"1451",1450,"courtyard",5,1666,0.0231849367493772,94,94,6,"Thin lines, round + strings"
"1453",1452,"courtyard",7,1187,0.0165189195207148,25,25,6,"Mixture of strings and curved long solid elements"
"1454",1453,"courtyard",8,559,0.00777933952154974,79,79,6,"Strings and chars, m and w"
"1458",1457,"crown-holdings-inc",0,3906,0.0525282409897794,1,1,1,"Line based designs, medium sized"
"1487",1486,"csc",0,28433,0.51297178321426,29,29,1,"Large geometric text overlayed"
"1488",1487,"cst-brands",0,30309,0.143765830890514,1,1,1,"Line based designs, medium sized"
"1489",1488,"cst-brands",1,1350,0.00640350627543615,23,23,1,"Thin lines (outlines)"
"1490",1489,"cst-brands",2,16120,0.0764626082666894,25,25,6,"Mixture of strings and curved long solid elements"
"1491",1490,"cst-brands",3,9340,0.0443027767500545,2,2,1,"Small, geometric decorations"
"1492",1491,"cst-brands",4,3961,0.0187883617459278,32,32,6,"Mixed italic fonts and font like decorative elements (&)"
"1493",1492,"cst-brands",5,9873,0.0468309758943564,25,25,6,"Mixture of strings and curved long solid elements"
"1494",1493,"cst-brands",6,24350,0.115500279856941,1,1,1,"Line based designs, medium sized"
"1495",1494,"cst-brands",7,99358,0.471288575196137,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"1496",1495,"csx",0,9402,0.131617997032226,82,82,1,"Medium-sized, horizontal decorative elements"
"1497",1496,"csx",1,451,0.00631352017246689,65,65,1,"Small, filled in circles or D-like objects"
"1498",1497,"csx",2,451,0.00631352017246689,65,65,1,"Small, filled in circles or D-like objects"
"1499",1498,"csx",3,453,0.00634151804462861,65,65,1,"Small, filled in circles or D-like objects"
"1500",1499,"csx",4,452,0.00632751910854775,65,65,1,"Small, filled in circles or D-like objects"
"1502",1501,"cummins",0,22541,0.417425925925926,61,61,1,"Large, mostly circular, with overlay"
"1504",1503,"cvs",0,420,0.021978021978022,11,11,6,"Mix of chars and ovals"
"1505",1504,"cvs",1,962,0.0503401360544218,25,25,6,"Mixture of strings and curved long solid elements"
"1510",1509,"cvs",6,264,0.0138147566718995,94,94,6,"Thin lines, round + strings"
"1511",1510,"dana-holding-corporation",0,2866,0.0630111687626418,91,91,1,"Small horizontal line-like"
"1512",1511,"dana-holding-corporation",1,499,0.010970890862721,93,93,6,"Mix of small a and box"
"1514",1513,"dana-holding-corporation",3,2585,0.0568331721044763,91,91,1,"Small horizontal line-like"
"1515",1514,"dana-holding-corporation",4,6074,0.133541465130595,1,1,1,"Line based designs, medium sized"
"1516",1515,"danaher",0,15464,0.0741230719085828,1,1,1,"Line based designs, medium sized"
"1524",1523,"danone",0,208465,0.429911611005935,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"1525",1524,"danone",1,5640,0.0116312162045114,58,58,1,"Small tall rectangular decorations"
"1526",1525,"danone",2,4255,0.00877496896280073,4,4,1,"Small round decorative elements"
"1527",1526,"danone",3,22577,0.0465599234484494,91,91,1,"Small horizontal line-like"
"1528",1527,"danone",4,4329,0.00892757711867553,51,51,1,"Diagonal geometric decorative"
"1529",1528,"danone",5,3578,0.00737881056378402,41,41,1,"Small geometric decorations"
"1530",1529,"danone",6,15797,0.0325777167345154,91,91,1,"Small horizontal line-like"
"1531",1530,"danone",7,7138,0.0147205002247877,65,65,1,"Small, filled in circles or D-like objects"
"1534",1533,"darden-restaurants",0,1066,0.0150846210448859,70,70,1,"Small, curvy decorations"
"1535",1534,"darden-restaurants",1,698,0.00987717212882776,42,42,6,"Narrow hollow decorations and fonts"
"1538",1537,"darden-restaurants",4,693,0.0098064187468161,42,42,6,"Narrow hollow decorations and fonts"
"1546",1545,"davita-healthcar",0,2114,0.023414742205239,23,23,1,"Thin lines (outlines)"
"1548",1547,"davita-healthcar",2,1374,0.0152184748297059,42,42,6,"Narrow hollow decorations and fonts"
"1549",1548,"davita-healthcar",3,1378,0.0152627789776818,42,42,6,"Narrow hollow decorations and fonts"
"1552",1551,"dean-foods-company",0,508,0.00723389106443574,25,25,6,"Mixture of strings and curved long solid elements"
"1553",1552,"dean-foods-company",1,3988,0.0567888928444286,27,27,1,"Diagonal geometric solid, small size"
"1554",1553,"dean-foods-company",2,2647,0.0376931292274831,78,78,1,"Tall small decorations"
"1559",1558,"dean-foods-company",7,634,0.00902812388750445,35,35,1,"Small decorations, diagonal orientation"
"1564",1563,"deere--company",0,2069,0.0503063606302276,93,93,6,"Mix of small a and box"
"1574",1573,"deere--company",10,1017,0.0247276794397977,72,72,6,"Tall, narrow, decorations (decorative Y, a deer)"
"1575",1574,"deere--company",11,362,0.0088017895351099,23,23,1,"Thin lines (outlines)"
"1576",1575,"deere--company",12,4115,0.100053491538611,65,65,1,"Small, filled in circles or D-like objects"
"1585",1584,"dell",0,4365,0.0621573513705945,25,25,6,"Mixture of strings and curved long solid elements"
"1587",1586,"deloitte",1,409,0.00640252970366776,65,65,1,"Small, filled in circles or D-like objects"
"1589",1588,"delta",1,1298,0.0165696486928105,91,91,1,"Small horizontal line-like"
"1595",1594,"dhl",0,31807,0.423021678414683,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"1596",1595,"dhl",1,3150,0.0418938688655406,25,25,6,"Mixture of strings and curved long solid elements"
"1597",1596,"dhl",2,3775,0.0502061444341003,25,25,6,"Mixture of strings and curved long solid elements"
"1598",1597,"dhl",3,1830,0.0243383428647427,71,71,6,"Small curvy decorations mixed with letters"
"1599",1598,"dhl",4,2913,0.0387418539699428,25,25,6,"Mixture of strings and curved long solid elements"
"1600",1599,"dhl",5,949,0.012621359223301,25,25,6,"Mixture of strings and curved long solid elements"
"1601",1600,"dhl",6,949,0.012621359223301,25,25,6,"Mixture of strings and curved long solid elements"
"1602",1601,"dicks-sporting",0,1191,0.00515138408304498,23,23,1,"Thin lines (outlines)"
"1603",1602,"dicks-sporting",1,11623,0.050272491349481,23,23,1,"Thin lines (outlines)"
"1604",1603,"dicks-sporting",2,15753,0.0681358131487889,23,23,1,"Thin lines (outlines)"
"1605",1604,"dicks-sporting",3,7023,0.0303762975778547,94,94,6,"Thin lines, round + strings"
"1606",1605,"dicks-sporting",4,2986,0.0129152249134948,92,92,1,"Small-medium triangles"
"1607",1606,"dicks-sporting",5,2593,0.0112153979238754,65,65,1,"Small, filled in circles or D-like objects"
"1608",1607,"dicks-sporting",6,52824,0.228477508650519,6,6,1,"Long, horizontal, boxy"
"1609",1608,"dicks-sporting",7,105844,0.45780276816609,29,29,1,"Large geometric text overlayed"
"1614",1613,"dillards",3,4043,0.0560142979855358,42,42,6,"Narrow hollow decorations and fonts"
"1615",1614,"dillards",4,2883,0.0399429188949541,94,94,6,"Thin lines, round + strings"
"1623",1622,"directv",0,1082,0.0156166558418128,25,25,6,"Mixture of strings and curved long solid elements"
"1624",1623,"directv",1,1139,0.0164393447355127,25,25,6,"Mixture of strings and curved long solid elements"
"1625",1624,"directv",2,1262,0.0182146207692863,91,91,1,"Small horizontal line-like"
"1626",1625,"directv",3,1143,0.0164970772894566,23,23,1,"Thin lines (outlines)"
"1627",1626,"directv",4,528,0.00762069712058887,23,23,1,"Thin lines (outlines)"
"1631",1630,"discover",0,446,0.0366927190456602,65,65,1,"Small, filled in circles or D-like objects"
"1633",1632,"discover",2,511,0.0420403126285479,20,20,6,"two chars combined, or solid blocky smallish decorations"
"1634",1633,"discover",3,473,0.0389140271493213,54,54,6,"n and n-like decorations"
"1636",1635,"discovery-media",0,1637,0.0230628346012961,65,65,1,"Small, filled in circles or D-like objects"
"1638",1637,"discovery-media",2,2098,0.0295576218653142,65,65,1,"Small, filled in circles or D-like objects"
"1640",1639,"dish-networks",0,2873,0.0412538410729158,23,23,1,"Thin lines (outlines)"
"1641",1640,"dish-networks",1,590,0.00847189914132277,65,65,1,"Small, filled in circles or D-like objects"
"1643",1642,"dish-networks",3,355,0.00509749863588065,25,25,6,"Mixture of strings and curved long solid elements"
"1645",1644,"disney",0,3769,0.0622460776218002,94,94,6,"Thin lines, round + strings"
"1646",1645,"disney",1,818,0.0135094962840628,20,20,6,"two chars combined, or solid blocky smallish decorations"
"1649",1648,"disney",4,1519,0.0250867052023121,15,15,6,"Small curves decorations and fonts"
"1652",1651,"dollar-general",0,6049,0.268844444444444,6,6,1,"Long, horizontal, boxy"
"1653",1652,"dollar-tree",0,805,0.0112934904601571,86,86,1,"Up diagonal line"
"1654",1653,"dollar-tree",1,417,0.00585016835016835,28,28,1,"Small curved geometric decorative"
"1655",1654,"dollar-tree",2,990,0.0138888888888889,86,86,1,"Up diagonal line"
"1656",1655,"dollar-tree",3,1085,0.0152216610549944,86,86,1,"Up diagonal line"
"1657",1656,"dollar-tree",4,385,0.00540123456790123,86,86,1,"Up diagonal line"
"1658",1657,"dollar-tree",5,440,0.00617283950617284,86,86,1,"Up diagonal line"
"1662",1661,"dollar-tree",9,362,0.00507856341189675,51,51,1,"Diagonal geometric decorative"
"1663",1662,"dollar-tree",10,523,0.00733726150392817,33,33,6,"Rounded blocky"
"1665",1664,"dollar-tree",12,536,0.00751964085297419,33,33,6,"Rounded blocky"
"1672",1671,"dominion",0,1884,0.0307310866799335,67,67,6,"Combined strings and curved decorations"
"1677",1676,"dominion",5,2070,0.0337650474668059,74,74,1,"Small decorations, like an L rotated clockwise 90 degrees"
"1678",1677,"dominion",6,394,0.00642677715068672,72,72,6,"Tall, narrow, decorations (decorative Y, a deer)"
"1681",1680,"dominion",9,723,0.0117932991876815,10,10,1,"Solid squares"
"1687",1686,"dominion",15,2816,0.0459335138485629,74,74,1,"Small decorations, like an L rotated clockwise 90 degrees"
"1690",1689,"dominos-pizza",0,283,0.0150053022269353,2,2,1,"Small, geometric decorations"
"1693",1692,"dominos-pizza",3,329,0.0174443266171792,2,2,1,"Small, geometric decorations"
"1694",1693,"dominos-pizza",4,696,0.0369034994697773,27,27,1,"Diagonal geometric solid, small size"
"1697",1696,"domtar-corporation",0,575,0.0095427765330678,23,23,1,"Thin lines (outlines)"
"1698",1697,"domtar-corporation",1,373,0.00619035764666833,23,23,1,"Thin lines (outlines)"
"1701",1700,"domtar-corporation",4,479,0.007949547755373,23,23,1,"Thin lines (outlines)"
"1703",1702,"doritos-tortilla-chips",1,876,0.0130436724787445,23,23,1,"Thin lines (outlines)"
"1704",1703,"doritos-tortilla-chips",2,360,0.00536041334742924,23,23,1,"Thin lines (outlines)"
"1705",1704,"doritos-tortilla-chips",3,9606,0.143033696153903,1,1,1,"Line based designs, medium sized"
"1706",1705,"doritos-tortilla-chips",4,509,0.00757902887178189,58,58,1,"Small tall rectangular decorations"
"1707",1706,"doritos-tortilla-chips",5,751,0.0111824178442204,58,58,1,"Small tall rectangular decorations"
"1710",1709,"doubletree",0,6877,0.0974134511870361,82,82,1,"Medium-sized, horizontal decorative elements"
"1716",1715,"doubletree",6,543,0.00769165391806901,94,94,6,"Thin lines, round + strings"
"1723",1722,"dover-corporation",0,11860,0.362026862026862,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"1724",1723,"dow",0,80332,0.302637130801688,6,6,1,"Long, horizontal, boxy"
"1725",1724,"dow",1,3827,0.0144175708257987,65,65,1,"Small, filled in circles or D-like objects"
"1726",1725,"dow",2,2850,0.0107368896925859,65,65,1,"Small, filled in circles or D-like objects"
"1728",1727,"dr-horton",1,4239,0.0583321865969451,55,55,6,"Combined decorative strings and some small decorative objects"
"1732",1731,"dr-horton",5,1508,0.0207513416815742,91,91,1,"Small horizontal line-like"
"1733",1732,"dr-horton",6,544,0.00748589514242466,71,71,6,"Small curvy decorations mixed with letters"
"1734",1733,"dr-horton",7,1608,0.0221274253474611,91,91,1,"Small horizontal line-like"
"1735",1734,"dr-horton",8,587,0.00807761111875602,91,91,1,"Small horizontal line-like"
"1736",1735,"dr-horton",9,426,0.00586211641667813,25,25,6,"Mixture of strings and curved long solid elements"
"1744",1743,"dr-pepper",0,2387,0.0338586362927134,23,23,1,"Thin lines (outlines)"
"1746",1745,"dr-pepper",2,824,0.0116881090511922,15,15,6,"Small curves decorations and fonts"
"1747",1746,"dr-pepper",3,4957,0.0703130540858736,72,72,6,"Tall, narrow, decorations (decorative Y, a deer)"
"1749",1748,"dr-pepper",5,1522,0.0215889587086342,15,15,6,"Small curves decorations and fonts"
"1756",1755,"dte-energy-co",0,1486,0.0361082762307431,86,86,1,"Up diagonal line"
"1763",1762,"dte-energy-co",7,1877,0.0456091752928027,86,86,1,"Up diagonal line"
"1767",1766,"dte-energy-co",11,371,0.00901491957039413,25,25,6,"Mixture of strings and curved long solid elements"
"1768",1767,"dte-energy-co",12,239,0.00580745492540215,55,55,6,"Combined decorative strings and some small decorative objects"
"1769",1768,"dte-energy-co",13,405,0.0098410847062254,25,25,6,"Mixture of strings and curved long solid elements"
"1773",1772,"du-pont",0,5362,0.0745156897078851,1,1,1,"Line based designs, medium sized"
"1779",1778,"duke-energy",0,6397,0.0262466868532697,15,15,6,"Small curves decorations and fonts"
"1780",1779,"duke-energy",1,10310,0.0423016009781476,57,57,1,"Small curved, L-like decorative objects"
"1781",1780,"duke-energy",2,5695,0.0233664032561155,4,4,1,"Small round decorative elements"
"1786",1785,"eastman-chemical-company",3,347,0.0218623991935484,78,78,1,"Tall small decorations"
"1787",1786,"eastman-chemical-company",4,699,0.0440398185483871,20,20,6,"two chars combined, or solid blocky smallish decorations"
"1790",1789,"eastman-chemical-company",7,479,0.0301789314516129,10,10,1,"Solid squares"
"1793",1792,"eaton",1,2357,0.0634967672413793,78,78,1,"Tall small decorations"
"1794",1793,"eaton",2,4894,0.131842672413793,10,10,1,"Solid squares"
"1796",1795,"eaton",4,724,0.0195043103448276,65,65,1,"Small, filled in circles or D-like objects"
"1797",1796,"eaton",5,602,0.0162176724137931,11,11,6,"Mix of chars and ovals"
"1800",1799,"ebay",2,3740,0.170503761112377,6,6,1,"Long, horizontal, boxy"
"1802",1801,"ecolab-inc",1,5914,0.117926221335992,20,20,6,"two chars combined, or solid blocky smallish decorations"
"1805",1804,"edison-international",0,5332,0.0722610722610723,28,28,1,"Small curved geometric decorative"
"1806",1805,"edison-international",1,3556,0.0481921179595598,23,23,1,"Thin lines (outlines)"
"1811",1810,"edison-international",6,9073,0.122960372960373,7,7,1,"Medium square decorations"
"1813",1812,"electronic-arts",0,3389,0.0501331360946746,55,55,6,"Combined decorative strings and some small decorative objects"
"1815",1814,"eli-lilly-and-company",0,12376,0.174644389252653,6,6,1,"Long, horizontal, boxy"
"1817",1816,"emc-corporation",0,3148,0.0498779985423202,34,34,6,"Not very coherent... hollow objects?"
"1819",1818,"emc-corporation",2,6320,0.100136261368318,82,82,1,"Medium-sized, horizontal decorative elements"
"1820",1819,"emc2",0,3154,0.0499730646132395,34,34,6,"Not very coherent... hollow objects?"
"1822",1821,"emc2",2,6309,0.0999619735716323,82,82,1,"Medium-sized, horizontal decorative elements"
"1823",1822,"emcor-group",0,146,0.00515828151498021,91,91,1,"Small horizontal line-like"
"1824",1823,"emcor-group",1,1000,0.0353306953080837,55,55,6,"Combined decorative strings and some small decorative objects"
"1825",1824,"emcor-group",2,194,0.00685415488976823,91,91,1,"Small horizontal line-like"
"1826",1825,"emcor-group",3,672,0.0237422272470322,91,91,1,"Small horizontal line-like"
"1827",1826,"emcor-group",4,160,0.00565291124929339,20,20,6,"two chars combined, or solid blocky smallish decorations"
"1828",1827,"emcor-group",5,159,0.0056175805539853,2,2,1,"Small, geometric decorations"
"1830",1829,"emcor-group",7,194,0.00685415488976823,91,91,1,"Small horizontal line-like"
"1831",1830,"emcor-group",8,181,0.00639485585076314,91,91,1,"Small horizontal line-like"
"1832",1831,"emcor-group",9,145,0.00512295081967213,91,91,1,"Small horizontal line-like"
"1837",1836,"emcor-group",14,529,0.0186899378179763,55,55,6,"Combined decorative strings and some small decorative objects"
"1838",1837,"emcor-group",15,2160,0.0763143018654607,25,25,6,"Mixture of strings and curved long solid elements"
"1839",1838,"emcor-group",16,360,0.0127190503109101,71,71,6,"Small curvy decorations mixed with letters"
"1853",1852,"emerson",13,416,0.00644042605895467,70,70,1,"Small, curvy decorations"
"1857",1856,"emerson",17,2548,0.0394476096110973,72,72,6,"Tall, narrow, decorations (decorative Y, a deer)"
"1865",1864,"energy-future-holdings-corp",5,466,0.0125538793103448,34,34,6,"Not very coherent... hollow objects?"
"1866",1865,"energy-future-holdings-corp",6,517,0.0139278017241379,79,79,6,"Strings and chars, m and w"
"1867",1866,"energy-transfer-equity",0,184,0.00747238466536712,25,25,6,"Mixture of strings and curved long solid elements"
"1868",1867,"energy-transfer-equity",1,185,0.00751299545159194,25,25,6,"Mixture of strings and curved long solid elements"
"1882",1881,"entergy",0,29030,0.0819179466051882,11,11,6,"Mix of chars and ovals"
"1883",1882,"entergy",1,4806,0.0135617516839316,91,91,1,"Small horizontal line-like"
"1884",1883,"entergy",2,2092,0.00590328433682583,91,91,1,"Small horizontal line-like"
"1885",1884,"entergy",3,5429,0.0153197565318487,94,94,6,"Thin lines, round + strings"
"1886",1885,"entergy",4,9030,0.0254811938630675,94,94,6,"Thin lines, round + strings"
"1889",1888,"enterprise",0,1722,0.0711570247933884,7,7,1,"Medium square decorations"
"1890",1889,"enterprise",1,6639,0.274338842975207,6,6,1,"Long, horizontal, boxy"
"1894",1893,"envision-healthcare-holdings",0,504,0.0127730751685336,10,10,1,"Solid squares"
"1895",1894,"envision-healthcare-holdings",1,506,0.012823761974758,10,10,1,"Solid squares"
"1896",1895,"envision-healthcare-holdings",2,484,0.0122662071062902,10,10,1,"Solid squares"
"1898",1897,"envision-healthcare-holdings",4,440,0.0111510973693548,10,10,1,"Solid squares"
"1905",1904,"eog-resources",0,1947,0.0268870660369542,15,15,6,"Small curves decorations and fonts"
"1906",1905,"eog-resources",1,685,0.00945949678239014,92,92,1,"Small-medium triangles"
"1908",1907,"eog-resources",3,2976,0.0410970254370702,92,92,1,"Small-medium triangles"
"1909",1908,"eog-resources",4,1142,0.0157704311321015,67,67,6,"Combined strings and curved decorations"
"1910",1909,"eog-resources",5,1068,0.0147485292899163,67,67,6,"Combined strings and curved decorations"
"1911",1910,"equinix",0,1839,0.0536151603498542,67,67,6,"Combined strings and curved decorations"
"1919",1918,"erie-insurance-group",0,6274,0.0873572820941242,4,4,1,"Small round decorative elements"
"1920",1919,"erie-insurance-group",1,954,0.0132832080200501,25,25,6,"Mixture of strings and curved long solid elements"
"1921",1920,"erie-insurance-group",2,418,0.00582010582010582,23,23,1,"Thin lines (outlines)"
"1922",1921,"erie-insurance-group",3,1051,0.0146338067390699,55,55,6,"Combined decorative strings and some small decorative objects"
"1931",1930,"espn",0,2415,0.0394865925441465,25,25,6,"Mixture of strings and curved long solid elements"
"1932",1931,"espn",1,4601,0.0752289077828646,20,20,6,"two chars combined, or solid blocky smallish decorations"
"1933",1932,"espn",2,4893,0.0800032701111838,11,11,6,"Mix of chars and ovals"
"1934",1933,"espn",3,3317,0.0542347939829954,67,67,6,"Combined strings and curved decorations"
"1935",1934,"espn",4,1927,0.0315075212557227,58,58,1,"Small tall rectangular decorations"
"1936",1935,"espn",5,1914,0.031294964028777,58,58,1,"Small tall rectangular decorations"
"1937",1936,"essendant",0,1423,0.019077880116371,92,92,1,"Small-medium triangles"
"1948",1947,"esso",0,2579,0.134645504855383,1,1,1,"Line based designs, medium sized"
"1959",1958,"estee-lauder",9,257,0.0170041021569406,94,94,6,"Thin lines, round + strings"
"1961",1960,"eversource-energy",0,809,0.0111863938053097,25,25,6,"Mixture of strings and curved long solid elements"
"1965",1964,"expedia",0,693,0.0267484946734599,71,71,6,"Small curvy decorations mixed with letters"
"1966",1965,"expedia",1,945,0.0364752200092636,11,11,6,"Mix of chars and ovals"
"1967",1966,"expedia",2,283,0.0109232669445731,23,23,1,"Thin lines (outlines)"
"1968",1967,"expedia",3,1986,0.0766558591940713,65,65,1,"Small, filled in circles or D-like objects"
"1971",1970,"expedia",6,717,0.027674849467346,79,79,6,"Strings and chars, m and w"
"1972",1971,"expedia",7,360,0.0138953219082909,93,93,6,"Mix of small a and box"
"1980",1979,"expeditors-international-of-washington",6,1665,0.0242679531839846,71,71,6,"Small curvy decorations mixed with letters"
"1981",1980,"expeditors-international-of-washington",7,359,0.00523254966549578,70,70,1,"Small, curvy decorations"
"1983",1982,"expeditors-international-of-washington",9,2160,0.0314827500765206,71,71,6,"Small curvy decorations mixed with letters"
"1988",1987,"express-scripts",2,926,0.0127365757042254,2,2,1,"Small, geometric decorations"
"1989",1988,"express-scripts",3,1085,0.014923525528169,11,11,6,"Mix of chars and ovals"
"1990",1989,"express-scripts",4,606,0.00833516725352113,53,53,6,"Mix of diagonal ovals and P?"
"1991",1990,"express-scripts",5,1763,0.0242490096830986,11,11,6,"Mix of chars and ovals"
"2004",2003,"exxonmobil",2,196,0.0128947368421053,51,51,1,"Diagonal geometric decorative"
"2017",2016,"exxonmobil",15,412,0.0271052631578947,11,11,6,"Mix of chars and ovals"
"2018",2017,"exxonmobil",16,136,0.00894736842105263,33,33,6,"Rounded blocky"
"2022",2021,"exxonmobil",20,123,0.0080921052631579,25,25,6,"Mixture of strings and curved long solid elements"
"2023",2022,"exxonmobil",21,91,0.00598684210526316,25,25,6,"Mixture of strings and curved long solid elements"
"2024",2023,"facebook",0,50627,0.601985731272295,85,85,1,"Large box, probably a color background"
"2025",2024,"family-dollar",0,6489,0.0225606258148631,94,94,6,"Thin lines, round + strings"
"2026",2025,"family-dollar",1,9559,0.0332342459800087,78,78,1,"Tall small decorations"
"2030",2029,"family-dollar",5,14137,0.0491508039982616,65,65,1,"Small, filled in circles or D-like objects"
"2031",2030,"family-dollar",6,8301,0.0288604954367666,41,41,1,"Small geometric decorations"
"2032",2031,"family-dollar",7,8206,0.0285302042590178,41,41,1,"Small geometric decorations"
"2034",2033,"family-dollar",9,4424,0.0153811386353759,78,78,1,"Tall small decorations"
"2035",2034,"family-dollar",10,12241,0.0425588874402434,4,4,1,"Small round decorative elements"
"2037",2036,"fannie-mae",0,1445,0.0187867283790109,23,23,1,"Thin lines (outlines)"
"2038",2037,"fannie-mae",1,651,0.00846377866763742,71,71,6,"Small curvy decorations mixed with letters"
"2039",2038,"fannie-mae",2,595,0.00773571168547506,70,70,1,"Small, curvy decorations"
"2042",2041,"fannie-mae",5,539,0.0070076447033127,67,67,6,"Combined strings and curved decorations"
"2046",2045,"fannie-mae",9,980,0.0127411721878413,71,71,6,"Small curvy decorations mixed with letters"
"2053",2052,"fanta",0,17117,0.308670249215566,61,61,1,"Large, mostly circular, with overlay"
"2054",2053,"fanta",1,939,0.0169329534388863,35,35,1,"Small decorations, diagonal orientation"
"2056",2055,"fanta",3,2450,0.0441807624337289,78,78,1,"Tall small decorations"
"2057",2056,"fanta",4,1291,0.0232805568579363,33,33,6,"Rounded blocky"
"2058",2057,"fanta",5,1552,0.0279871605294478,58,58,1,"Small tall rectangular decorations"
"2059",2058,"fanta",6,508,0.00916074584340174,71,71,6,"Small curvy decorations mixed with letters"
"2060",2059,"fanta",7,685,0.0123525805171854,71,71,6,"Small curvy decorations mixed with letters"
"2061",2060,"farmers-insurance-exchange",0,592,0.00928714859437751,57,57,1,"Small curved, L-like decorative objects"
"2066",2065,"farmers-insurance-exchange",5,966,0.0151543674698795,53,53,6,"Mix of diagonal ovals and P?"
"2068",2067,"farmers-insurance-exchange",7,391,0.00613391064257028,71,71,6,"Small curvy decorations mixed with letters"
"2070",2069,"farmers-insurance-exchange",9,374,0.00586721887550201,16,16,1,"Small diagonal decorative"
"2071",2070,"farmers-insurance-exchange",10,379,0.00594565763052209,15,15,6,"Small curves decorations and fonts"
"2072",2071,"farmers-insurance-exchange",11,390,0.00611822289156626,92,92,1,"Small-medium triangles"
"2076",2075,"farmers-insurance-exchange",15,4961,0.0778269327309237,55,55,6,"Combined decorative strings and some small decorative objects"
"2082",2081,"fastenal-co",0,39921,0.371652003910068,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"2084",2083,"fedex",0,6556,0.194563152896486,82,82,1,"Medium-sized, horizontal decorative elements"
"2085",2084,"fedex",1,4143,0.122952279202279,57,57,1,"Small curved, L-like decorative objects"
"2086",2085,"fedex",2,11054,0.328050807217474,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"2088",2087,"fidelity-national",1,1820,0.0254154447702835,23,23,1,"Thin lines (outlines)"
"2101",2100,"fifth-third-bank",0,2844,0.0462694823154264,54,54,6,"n and n-like decorations"
"2112",2111,"fifth-third-bank",11,2839,0.046188136530765,23,23,1,"Thin lines (outlines)"
"2121",2120,"first-american-financial-corporation",0,6381,0.125917594127398,1,1,1,"Line based designs, medium sized"
"2141",2140,"first-american-financial-corporation",20,490,0.00966927144999605,71,71,6,"Small curvy decorations mixed with letters"
"2142",2141,"first-american-financial-corporation",21,637,0.0125700528849949,25,25,6,"Mixture of strings and curved long solid elements"
"2143",2142,"first-american-financial-corporation",22,581,0.0114649932907096,25,25,6,"Mixture of strings and curved long solid elements"
"2146",2145,"first-american-financial-corporation",25,414,0.00816954771489463,25,25,6,"Mixture of strings and curved long solid elements"
"2150",2149,"firstenergy-corp",0,2289,0.0325068166325835,23,23,1,"Thin lines (outlines)"
"2151",2150,"firstenergy-corp",1,1516,0.021529197909566,79,79,6,"Strings and chars, m and w"
"2153",2152,"firstenergy-corp",3,2959,0.0420216996137242,55,55,6,"Combined decorative strings and some small decorative objects"
"2154",2153,"firstenergy-corp",4,3015,0.0428169734151329,55,55,6,"Combined decorative strings and some small decorative objects"
"2157",2156,"fiserv-inc",0,400,0.00563039286066185,10,10,1,"Solid squares"
"2159",2158,"florida-power-and-light",0,2557,0.0631826043983197,67,67,6,"Combined strings and curved decorations"
"2160",2159,"florida-power-and-light",1,4649,0.114875216209538,57,57,1,"Small curved, L-like decorative objects"
"2163",2162,"florida-power-and-light",4,435,0.0107487027427724,44,44,1,"L-like"
"2165",2164,"flowers-foods",0,3575,0.0501881176999102,67,67,6,"Combined strings and curved decorations"
"2172",2171,"fmc-technologies",0,8814,0.0488039867109635,2,2,1,"Small, geometric decorations"
"2175",2174,"fmc-technologies",3,2703,0.0149667774086379,34,34,6,"Not very coherent... hollow objects?"
"2178",2177,"folgers",1,402,0.00885774722369117,16,16,1,"Small diagonal decorative"
"2179",2178,"folgers",2,566,0.012471355543804,23,23,1,"Thin lines (outlines)"
"2180",2179,"folgers",3,353,0.0077780715670721,51,51,1,"Diagonal geometric decorative"
"2181",2180,"folgers",4,1780,0.0392208707914684,23,23,1,"Thin lines (outlines)"
