,precision,recall,f1-score,support,auc,index,K,logo_dec,des_enc,batches,iters,adam_lr,annealing_batches,num_particles,center_bp,weight_decay,folds
macro avg,0.8183498138377032,0.4606724759522719,0.53948435345832,8963.0,0.9590229781605134,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
weighted avg,0.8921494412693937,0.6516791252928706,0.715171895439254,8963.0,0.9590229781605134,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
samples avg,0.9150050503705071,0.6553177470444421,0.7558830434243511,8963.0,0.9590229781605134,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_absbot,0.0,0.0,0.0,9.0,0.9520165789893192,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_absleft,0.9761904761904762,0.43617021276595747,0.6029411764705882,94.0,0.9797316089556389,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_absright,0.0,0.0,0.0,18.0,0.9437177002583979,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_abstop,1.0,0.13953488372093023,0.24489795918367346,43.0,0.9819706057736154,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgbot,0.0,0.0,0.0,18.0,0.9387919896640827,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgleft,0.9568345323741008,0.7037037037037037,0.8109756097560976,189.0,0.9672510310808182,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgright,0.0,0.0,0.0,73.0,0.8803696249648337,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgtop,1.0,0.2948717948717949,0.45544554455445546,78.0,0.9814225053078556,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.width_has_condensed,0.8611111111111112,0.26609442060085836,0.4065573770491803,233.0,0.8215753704325419,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.width_has_wide,0.9393939393939394,0.18128654970760233,0.30392156862745096,171.0,0.8389244138383342,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.width_has_orig,0.8365817091454273,0.9893617021276596,0.9065800162469538,564.0,0.8671461392468285,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.weight_has_bold,0.7809364548494984,0.947261663286004,0.8560953253895509,493.0,0.8626593910998104,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.weight_has_light,1.0,0.023255813953488372,0.04545454545454545,86.0,0.8514816204051013,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.weight_has_orig,0.7349397590361446,0.800524934383202,0.7663316582914573,381.0,0.8383040581465778,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.style_has_italic,0.9649122807017544,0.7189542483660131,0.8239700374531835,153.0,0.9821295606850335,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.style_has_orig,0.9671052631578947,0.9949238578680203,0.9808173477898249,591.0,0.9967188994335319,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.blue_dark,1.0,0.012658227848101266,0.024999999999999998,79.0,0.9402418589627117,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.grey_light,0.9267015706806283,0.8388625592417062,0.8805970149253731,211.0,0.9815405237206185,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.red,1.0,0.918918918918919,0.9577464788732395,185.0,0.9991492452145043,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.blue_light,0.9696969696969697,0.31683168316831684,0.47761194029850745,101.0,0.9705425087963342,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.black,0.9560439560439561,0.9738805970149254,0.964879852125693,268.0,0.9956978804607102,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.blue_medium,0.8790322580645161,0.5477386934673367,0.6749226006191951,199.0,0.908308802394616,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.orange,0.0,0.0,0.0,47.0,0.9464049333290285,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.red_dark,0.0,0.0,0.0,41.0,0.9579314139006052,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.green_light,1.0,0.3,0.4615384615384615,50.0,0.987439024390244,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.grey_dark,0.9327731092436975,0.75,0.8314606741573033,148.0,0.9822847040588976,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.green_dark,1.0,0.13043478260869565,0.23076923076923078,46.0,0.9732872200263504,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.brown,1.0,0.058823529411764705,0.1111111111111111,34.0,0.9831057422969187,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.yellow,1.0,0.5094339622641509,0.6749999999999999,53.0,0.984628275881996,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.has_mark,0.9214814814814815,0.9983948635634029,0.958397534668721,623.0,0.9765418012338277,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.grotesque,0.8118811881188119,0.36771300448430494,0.5061728395061729,223.0,0.8349905764606487,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.geom,0.89,0.3991031390134529,0.5510835913312694,223.0,0.8658236544764134,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.geom.square,0.0,0.0,0.0,68.0,0.855568873317352,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.humanist,0.0,0.0,0.0,73.0,0.837477547663875,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.transitional,1.0,0.08571428571428572,0.15789473684210528,35.0,0.9489035554609325,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.oldstyle,0.0,0.0,0.0,21.0,0.9623218630517901,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.clarendon,0.0,0.0,0.0,19.0,0.9698919788554355,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.slab,0.0,0.0,0.0,12.0,0.9747838616714698,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.didone,0.0,0.0,0.0,26.0,0.9833710407239818,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.black,0.8813559322033898,0.4642857142857143,0.6081871345029239,112.0,0.9597613035113035,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_dark,0.0,0.0,0.0,33.0,0.9525417623485974,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_light,0.0,0.0,0.0,47.0,0.9595776967035805,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_medium,0.0,0.0,0.0,33.0,0.910351659237246,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.brown,1.0,0.038461538461538464,0.07407407407407407,26.0,0.9919683257918551,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.green_dark,0.0,0.0,0.0,23.0,0.9605958367814629,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.green_light,1.0,0.3076923076923077,0.47058823529411764,39.0,0.993887671548841,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.grey_dark,0.9866666666666667,0.6434782608695652,0.7789473684210526,115.0,0.9733539321709704,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.grey_light,0.9021739130434783,0.8177339901477833,0.8578811369509045,203.0,0.9777884417632139,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.orange,0.0,0.0,0.0,35.0,0.9521822439855226,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.red,1.0,0.18823529411764706,0.31683168316831684,85.0,0.9691389599317988,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.red_dark,0.0,0.0,0.0,26.0,0.9602941176470589,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.yellow,0.9285714285714286,0.29545454545454547,0.4482758620689656,44.0,0.9859241966492721,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
zero_sat,1.0,0.9107142857142857,0.9532710280373832,56.0,1.0,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
high_sat,0.94,0.8650306748466258,0.9009584664536742,163.0,0.9902269825667447,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
high_sat_sd,0.7723577235772358,0.5792682926829268,0.6620209059233448,164.0,0.934389343893439,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
low_sat,0.9640287769784173,0.8375,0.8963210702341137,160.0,0.9925366300366301,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
low_sat_sd,0.9140625,0.7358490566037735,0.8153310104529615,159.0,0.9560668253365988,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
down_diag-low,0.8347826086956521,0.5485714285714286,0.6620689655172414,175.0,0.9380360505784234,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
entropy-low,0.8653846153846154,0.25280898876404495,0.391304347826087,178.0,0.8634554817841334,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
gpc-low,0.912751677852349,0.768361581920904,0.8343558282208589,177.0,0.9772088900280884,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
h_sym-low,1.0,0.028089887640449437,0.0546448087431694,178.0,0.7907303370786517,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
hor-low,0.8484848484848485,0.15730337078651685,0.26540284360189575,178.0,0.8317053966632619,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
mean_light-low,0.8986486486486487,0.76,0.8235294117647058,175.0,0.9789615281140704,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ncorners-low,0.9326923076923077,0.5542857142857143,0.6953405017921147,175.0,0.9215173527037934,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
nregions-low,0.8333333333333334,0.6571428571428571,0.7348242811501599,175.0,0.9544471347861179,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
perc_white-low,0.8904109589041096,0.7344632768361582,0.804953560371517,177.0,0.975019490991424,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
sd_light-low,0.9634146341463414,0.8926553672316384,0.9266862170087976,177.0,0.9969455213439706,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
up_diag-low,0.9528301886792453,0.5706214689265536,0.7137809187279153,177.0,0.9560518193371995,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
v_sym-low,0.8301886792452831,0.25142857142857145,0.38596491228070173,175.0,0.8362335216572505,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
down_diag-high,0.8909090909090909,0.2768361581920904,0.4224137931034483,177.0,0.883940491066184,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
entropy-high,0.7441860465116279,0.18604651162790697,0.2976744186046511,172.0,0.8371113143454404,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
gpc-high,0.8809523809523809,0.6271186440677966,0.7326732673267327,177.0,0.9509895015646194,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
h_sym-high,0.9351851851851852,0.5674157303370787,0.7062937062937064,178.0,0.9341802860061287,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
hor-high,0.8761904761904762,0.519774011299435,0.652482269503546,177.0,0.9154144372176476,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
mean_light-high,0.9727891156462585,0.8033707865168539,0.8799999999999999,178.0,0.9877106741573034,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ncorners-high,0.8918918918918919,0.5625,0.6898954703832753,176.0,0.9274871355060035,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
nregions-high,0.9139784946236559,0.5246913580246914,0.6666666666666666,162.0,0.9411537763253449,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
perc_white-high,0.9197080291970803,0.7159090909090909,0.8051118210862621,176.0,0.9746783876500857,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
sd_light-high,0.9111111111111111,0.9371428571428572,0.923943661971831,175.0,0.9952972827549098,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
up_diag-high,0.9010989010989011,0.47398843930635837,0.6212121212121212,173.0,0.9295513453133641,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
v_sym-high,0.8666666666666667,0.21787709497206703,0.3482142857142857,179.0,0.8642468701302832,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
no_chars,1.0,0.6666666666666666,0.8,12.0,0.9998799231508165,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
many_chars,0.8865979381443299,0.5512820512820513,0.6798418972332017,156.0,0.9452797202797203,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
many_marks,0.0,0.0,0.0,33.0,0.8828853167634743,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
micro avg,0.8934324659231723,0.6048657718120806,0.7213606803401701,11920.0,0.9394661059742074,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
macro avg,0.7136788193991238,0.4070774750813225,0.47583502600857225,11920.0,0.9394661059742074,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
weighted avg,0.8506655140227902,0.6048657718120806,0.6640780303946665,11920.0,0.9394661059742074,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
samples avg,0.8926895221657499,0.6080865453111135,0.7142278397330818,11920.0,0.9394661059742074,4,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
