"","down.to.earth","honest","wholesome","cheerful","daring","spirited","imaginative","up.to.date","reliable","intelligent","successful","upper.class","charming","outdoorsy","tough"
"dana-holding-corporation",0.333333333333333,1,0.5,0,0,0,0.5,1.66666666666667,1.66666666666667,2,1.66666666666667,0,0.333333333333333,0.666666666666667,1
"danaher",1,1.33333333333333,2,1,1,0.666666666666667,0,2,3.66666666666667,3.33333333333333,3,1,1,1.66666666666667,3
"danone",0.666666666666667,1.66666666666667,3,1.33333333333333,2,2.33333333333333,3.5,0.666666666666667,1,0.333333333333333,1.66666666666667,0,1,0,0
"darden-restaurants",2,2.33333333333333,2.5,2.33333333333333,2.33333333333333,2.33333333333333,2.5,2.66666666666667,2.33333333333333,2.33333333333333,2,2.33333333333333,2,1.66666666666667,2
"davita-healthcar",1.33333333333333,0.666666666666667,0,0,0,0,0,0,1.66666666666667,1.66666666666667,1.33333333333333,0,0,0,0
"dean-foods-company",1.66666666666667,2,1.5,1.66666666666667,1,1.66666666666667,1,1.66666666666667,2.66666666666667,1.66666666666667,3.66666666666667,1,1,2.33333333333333,2
"deere--company",2.66666666666667,2.66666666666667,2.5,2,2,2.33333333333333,2,2.66666666666667,2.66666666666667,2,3,2,1.33333333333333,3.33333333333333,2.5
"dell",3,3.33333333333333,3,3.66666666666667,2.66666666666667,2.66666666666667,3.5,4,3.33333333333333,4,3.33333333333333,2.66666666666667,2.33333333333333,1.66666666666667,2
"deloitte",0.666666666666667,3,2.5,3,4,3,3.5,3.66666666666667,3.33333333333333,3.66666666666667,3.33333333333333,3,1.66666666666667,0.666666666666667,0
"delta",2.33333333333333,3.33333333333333,2,2.66666666666667,2,2.33333333333333,1.5,2,3.66666666666667,3.66666666666667,4,1.33333333333333,1.66666666666667,1,0
"devon",1,3.33333333333333,2,1.66666666666667,1.66666666666667,1,2.5,2,3.33333333333333,2,3,1.66666666666667,1.33333333333333,1,1.5
"dhl",2,2.33333333333333,2,2,1.33333333333333,1.66666666666667,2,2,2.66666666666667,2,2.33333333333333,1.33333333333333,2,2,1.5
"dicks-sporting",2,2.66666666666667,2.5,2,2,1.66666666666667,2,2.66666666666667,3,2,2.33333333333333,1.66666666666667,0.666666666666667,3,3
"dillards",1.33333333333333,3.33333333333333,3,3,3,1.66666666666667,2,3.33333333333333,2.66666666666667,1,3,2.33333333333333,2,0.666666666666667,0
"dior",0,1,1,1.33333333333333,3.33333333333333,3.33333333333333,3,2,0,0,3.66666666666667,4,3.33333333333333,0,0
"directv",1.33333333333333,1.66666666666667,2.5,1.66666666666667,2,2.33333333333333,2,2.66666666666667,2.33333333333333,3,3.33333333333333,1,1.66666666666667,1.33333333333333,0
"discover",0,4,2,1.33333333333333,1.33333333333333,0,0,1.33333333333333,4,4,4,2.66666666666667,0,0,0
"discovery-media",0,1.66666666666667,0,4,2,2.66666666666667,2.5,1.33333333333333,1,1.33333333333333,3,1.66666666666667,1.66666666666667,0,0
"dish-networks",2.33333333333333,2.33333333333333,2.5,1.33333333333333,2,1.66666666666667,3,3,2.33333333333333,3.33333333333333,4,1.33333333333333,1,2.33333333333333,2
"disney",2,3.66666666666667,3.5,3.33333333333333,4,3.66666666666667,4,2.33333333333333,3.66666666666667,3.33333333333333,4,2.66666666666667,3.33333333333333,1,0.5
"dollar-general",2.66666666666667,3,1.5,2,0.333333333333333,0.333333333333333,0,1.33333333333333,3,0.666666666666667,2.33333333333333,0.666666666666667,1.66666666666667,1.66666666666667,0
"dollar-tree",2,3,2.5,3.66666666666667,3.33333333333333,2.33333333333333,3,2.66666666666667,2.33333333333333,2,2.66666666666667,1.66666666666667,3,2,3.5
"dominion",0,4,0,0,0.666666666666667,1.33333333333333,0,2,2.66666666666667,4,4,0.666666666666667,0,0,1.5
"dominos-pizza",2.66666666666667,1.66666666666667,1.5,2.66666666666667,1,1.66666666666667,1,1.66666666666667,2,2,1.66666666666667,0.666666666666667,1.33333333333333,1.66666666666667,1
"domtar-corporation",1.66666666666667,3,2.5,3,0.333333333333333,0.666666666666667,1,1.33333333333333,3,1.66666666666667,1.66666666666667,0.333333333333333,0.666666666666667,2,2.5
"doritos-tortilla-chips",2.33333333333333,2.66666666666667,2.5,2.66666666666667,2.33333333333333,3,3,2.33333333333333,2,0.333333333333333,2.66666666666667,0.666666666666667,1.66666666666667,2.33333333333333,3
"doubletree",4,4,4,1.33333333333333,0,0,4,1.33333333333333,4,2.66666666666667,4,1.33333333333333,1.33333333333333,0,0
"dover-corporation",2.66666666666667,4,4,1.33333333333333,1.33333333333333,0,0,2.66666666666667,4,4,4,2.66666666666667,1.33333333333333,2.66666666666667,0
"dow",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dr-horton",1.66666666666667,3,3,3,2.33333333333333,2.33333333333333,3,2.66666666666667,3.66666666666667,2.66666666666667,3.33333333333333,1.66666666666667,2.33333333333333,1.66666666666667,2
"dr-pepper",1.33333333333333,2.33333333333333,2.5,2.66666666666667,2.33333333333333,2,3,3,1.66666666666667,1.33333333333333,3,1.66666666666667,1.33333333333333,1,0
"dte-energy-co",1.66666666666667,0.666666666666667,0.5,0.333333333333333,0,0,0,1,1.33333333333333,1.66666666666667,1,0,0,0.333333333333333,0
"du-pont",0.333333333333333,2.33333333333333,0.5,0.333333333333333,0,0,0,0.666666666666667,3,1,3.33333333333333,0,0,0.666666666666667,0
"duke-energy",2.66666666666667,4,4,4,4,3.33333333333333,4,4,3.66666666666667,3.33333333333333,4,3.66666666666667,2.66666666666667,1,1.5
"eastman-chemical-company",0,1.66666666666667,0,0,0,0,0,0.666666666666667,1.66666666666667,1.66666666666667,1,0,0,0.666666666666667,0
"eaton",1,3.33333333333333,3,0.666666666666667,0.666666666666667,0.666666666666667,1.5,1.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,0,0,1.33333333333333,4
"ebay",0.666666666666667,3.66666666666667,3,2.66666666666667,1.66666666666667,2,2,3.66666666666667,1,0,1,0.666666666666667,1,0,0
"ecolab-inc",2.33333333333333,2.66666666666667,2.5,2,1.66666666666667,2,2,2.33333333333333,2.33333333333333,2,2.33333333333333,2,2,2.33333333333333,2
"edison-international",0.333333333333333,2.66666666666667,1,0,0.666666666666667,0,0.5,1.33333333333333,3,3.33333333333333,3.33333333333333,1.33333333333333,0.666666666666667,1,0
"electronic-arts",2.33333333333333,2.66666666666667,2.5,3,3.66666666666667,3.66666666666667,3.5,3.33333333333333,3,3.66666666666667,4,2.66666666666667,2.66666666666667,2.33333333333333,2.5
"eli-lilly-and-company",0.333333333333333,1.66666666666667,0.5,1,0.666666666666667,0.666666666666667,1,2.66666666666667,2.33333333333333,3.66666666666667,3.33333333333333,0.666666666666667,0,0,0
"emc-corporation",0.333333333333333,1.33333333333333,2.5,2,2,2,3,1.66666666666667,2.66666666666667,3.33333333333333,2.66666666666667,0.666666666666667,2,0,0
"emc2",1.33333333333333,2,1.5,0.666666666666667,0.666666666666667,1.33333333333333,1,2,2.33333333333333,3,2,1,1.33333333333333,3,2.5
"emcor-group",0.666666666666667,2.33333333333333,1.5,1,0.666666666666667,0.333333333333333,1,2,3,3,3,0.333333333333333,0.666666666666667,1,2
"emerson",1.33333333333333,2,2,0.333333333333333,0,0.666666666666667,0.5,1,3,1.66666666666667,2.33333333333333,0,0.333333333333333,1,1.5
"energy-future-holdings-corp",1.66666666666667,2.66666666666667,2.5,1.33333333333333,2,2.66666666666667,2,1.66666666666667,2.33333333333333,2.33333333333333,2,1.33333333333333,1.66666666666667,2.33333333333333,2.5
"energy-transfer-equity",0.666666666666667,1.33333333333333,0.5,0,0.333333333333333,0,1,2.33333333333333,2,2,2.66666666666667,0,0,0.666666666666667,1.5
