"","down.to.earth","honest","wholesome","cheerful","daring","spirited","imaginative","up.to.date","reliable","intelligent","successful","upper.class","charming","outdoorsy","tough"
"sanmina-corporation",0.333333333333333,3,3,1,3.33333333333333,3.66666666666667,4,3.33333333333333,3.33333333333333,4,4,2.33333333333333,2,3,3.5
"santander",0.333333333333333,1.33333333333333,0,0,0,0,0,2.66666666666667,2.33333333333333,2.66666666666667,2.33333333333333,0.333333333333333,0,1.33333333333333,0
"sap",0.666666666666667,3,2.5,1.33333333333333,2.66666666666667,2,3,3.66666666666667,3,4,4,1.66666666666667,1.33333333333333,1,1.5
"schlumberger",0,0,0,0.333333333333333,0.666666666666667,0,0.5,1,1.33333333333333,2,2.33333333333333,0,0.333333333333333,1,2.5
"seaboard-corporation",1.66666666666667,3.33333333333333,3,2,2.33333333333333,2.66666666666667,2,4,3.33333333333333,4,4,2,2.33333333333333,2.66666666666667,1
"seagate",0,2.33333333333333,0,0.333333333333333,1,0.333333333333333,1.5,2.66666666666667,3,4,3.66666666666667,0.333333333333333,0,0,0
"sealed-air-corporation",2,2.33333333333333,2.5,2,2.33333333333333,2,2.5,2.33333333333333,2.33333333333333,2,2.33333333333333,2.33333333333333,2.33333333333333,2,2
"sears-holdings-corporation",1,2,0.5,0,0.333333333333333,0,0,2.33333333333333,1.66666666666667,2.66666666666667,1,0,0.333333333333333,1.33333333333333,0
"seiyu",2,2.66666666666667,2.5,2.66666666666667,2,1.66666666666667,2.5,3,2.66666666666667,2.66666666666667,3,1.66666666666667,2,0,0.5
"sempra-energy",0.666666666666667,1,1,0.666666666666667,2,0.666666666666667,1,2,2,2,2.33333333333333,0,0.666666666666667,0.333333333333333,1.5
"sheraton",2,2.33333333333333,0,3.33333333333333,1.66666666666667,1,0,2.33333333333333,3.33333333333333,1,2,1.33333333333333,0,0,0
"sherwin-williams",2.66666666666667,2,2,1.66666666666667,0.333333333333333,0,1,2,2,0.666666666666667,2,0.666666666666667,0.333333333333333,2.66666666666667,2.5
"siemens",1.66666666666667,3.33333333333333,1.5,1.33333333333333,0.333333333333333,0,1,1.66666666666667,3,2.33333333333333,3.33333333333333,0,0,0.333333333333333,0
"simon-property-group",2.33333333333333,3,2,3.33333333333333,1.33333333333333,1.33333333333333,2,2.33333333333333,3,2,2.33333333333333,0,1.66666666666667,1,1.5
"sirius",1.33333333333333,3,2,2.33333333333333,2.33333333333333,3,3,3,3,2.66666666666667,3.33333333333333,2.66666666666667,2,0.666666666666667,1.5
"skechers",1.66666666666667,1.66666666666667,1,2.66666666666667,2.33333333333333,2.66666666666667,2,3.33333333333333,1,0.666666666666667,2.66666666666667,1.33333333333333,2.66666666666667,2.33333333333333,0
"snap-on-inc",1,2.66666666666667,2,2,2.33333333333333,1.33333333333333,3,3,3.33333333333333,3.33333333333333,3.66666666666667,2,0.666666666666667,3.66666666666667,3.5
"sonic-automotive",1.66666666666667,3,1.5,1.66666666666667,1,1.33333333333333,1,2,3.33333333333333,2.66666666666667,3,1.66666666666667,1.66666666666667,2,2.5
"sony",1.33333333333333,2.33333333333333,1.5,2,2,2.33333333333333,2.5,2.66666666666667,2,2.33333333333333,3.66666666666667,2.33333333333333,1.33333333333333,2.33333333333333,2
"southern-company",2.33333333333333,1.33333333333333,1,1.66666666666667,1.66666666666667,1,1,1.66666666666667,2.66666666666667,1,1.66666666666667,1,1,1,1
"southwest",0,0,0,0,0,0,0,0.666666666666667,1.33333333333333,1.66666666666667,2.33333333333333,0,0,0.666666666666667,0
"spartannash-company",0,4,2,0,0,1.33333333333333,4,4,4,4,2.66666666666667,1.33333333333333,0,1.33333333333333,0
"spectra-energy-corp",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spectrum",0.666666666666667,2.33333333333333,0,0.666666666666667,0.333333333333333,1.33333333333333,0,1.33333333333333,2,2,1.66666666666667,0,0.333333333333333,1,1
"spirit-aerosystems-holdings",1,2.33333333333333,2,1.33333333333333,1.33333333333333,1.66666666666667,2,2,2.33333333333333,2.33333333333333,2.33333333333333,1.33333333333333,1.33333333333333,2,2.5
"sprint",1.33333333333333,3,3,1.66666666666667,2,1.66666666666667,3.5,3,3,3.66666666666667,4,1.33333333333333,1.33333333333333,1.66666666666667,4
"sprite",0,0.666666666666667,0,0.666666666666667,2,2,2,2,1.33333333333333,2,1.33333333333333,0.666666666666667,1,0,0
"st-jude-medical",2,2.66666666666667,2.5,2,2.33333333333333,2,3,2.66666666666667,3.33333333333333,1.33333333333333,3.33333333333333,0.333333333333333,1,0,1.5
"stanley-black--decker",2.66666666666667,1.66666666666667,2.5,1.66666666666667,1.66666666666667,1,1.5,2.33333333333333,1.33333333333333,1.33333333333333,1.66666666666667,2,1.66666666666667,1,2
"staples",2,2.33333333333333,1.5,1.66666666666667,1.33333333333333,1.33333333333333,1,2.33333333333333,2,2,2.66666666666667,1.66666666666667,2.33333333333333,1.66666666666667,1.5
"starbucks",1.66666666666667,2.33333333333333,1.5,1,0.666666666666667,1.33333333333333,1,0.666666666666667,1,0.333333333333333,2,1,0,0,0
"starwood-hotels--resorts-worldwide",1.66666666666667,4,2.5,1.66666666666667,1.66666666666667,2,3,4,3.66666666666667,2.66666666666667,3.33333333333333,2.66666666666667,1,0,0
"state-farm-insurance-cos",0.666666666666667,2.66666666666667,1,0.666666666666667,0.666666666666667,0.333333333333333,0.5,1.66666666666667,2.66666666666667,2,2.33333333333333,1,0.666666666666667,0.666666666666667,0
"state-street",1.33333333333333,3.33333333333333,2.5,1.66666666666667,3,3.33333333333333,3.5,3.33333333333333,3.66666666666667,3.66666666666667,3.33333333333333,1,1.66666666666667,1,2
"steel-dynamics",3.66666666666667,4,3.5,3.66666666666667,3.66666666666667,4,4,4,4,4,4,3.33333333333333,3,3,4
"stryker",1.33333333333333,0.666666666666667,2,1.33333333333333,4,4,4,2.66666666666667,3,3.33333333333333,3,2.33333333333333,1.33333333333333,4,0
"subway",1.66666666666667,2.66666666666667,3,2.66666666666667,3,3,3,2.33333333333333,2.66666666666667,1,3,1.66666666666667,3,2,1
"sun-america",0,1,1,0,0,0,0,0,2,1.66666666666667,2.33333333333333,0,0,0,1
"sunoco",3.33333333333333,3.33333333333333,2.5,2.33333333333333,1.33333333333333,1,0.5,1.33333333333333,2,2.66666666666667,2.66666666666667,1.33333333333333,1,2,2.5
"suntrust",0.333333333333333,1.33333333333333,1,1.33333333333333,2,1.66666666666667,1.5,2.33333333333333,1.66666666666667,1.66666666666667,2.33333333333333,2.33333333333333,2,0.333333333333333,0
"supervalu",3.33333333333333,3.66666666666667,4,2.33333333333333,0,0.333333333333333,0,1.66666666666667,3.33333333333333,0.666666666666667,2.33333333333333,0.333333333333333,0.333333333333333,1,0
"symantec",0.333333333333333,3,2,0.333333333333333,1.33333333333333,0.666666666666667,1,2,2.33333333333333,3,1.33333333333333,1.66666666666667,1.66666666666667,0.666666666666667,0.5
"synnex-corporation",0.666666666666667,2.66666666666667,0.5,1,0.666666666666667,1.33333333333333,1.5,2.66666666666667,3,4,3,0.666666666666667,0.666666666666667,1,1.5
"sysco",0.333333333333333,1.33333333333333,0.5,0.333333333333333,0.666666666666667,1,0.5,2.66666666666667,3,3.66666666666667,3.33333333333333,1,1.33333333333333,1,1
"taco-bell",0.666666666666667,1,1,0.666666666666667,1,1,1,1,0.666666666666667,0.333333333333333,1.33333333333333,0.333333333333333,0.333333333333333,0.666666666666667,1
"targa-resources-corp",2.66666666666667,4,4,2.66666666666667,4,4,4,4,4,4,4,4,4,2.66666666666667,4
"target",2.66666666666667,3.66666666666667,2,3.33333333333333,3.33333333333333,3.66666666666667,4,4,4,3,4,3.66666666666667,2,2,1.5
"tata-consultancy-services",1,1.33333333333333,2.5,2,3,3.66666666666667,2.5,2.33333333333333,2.33333333333333,3,2.66666666666667,1.66666666666667,2,0.666666666666667,0
"teachers-insurance-and-annuity-association",2.66666666666667,3.66666666666667,2,3.66666666666667,1.66666666666667,2.66666666666667,2,3.66666666666667,3.66666666666667,4,4,2,1.66666666666667,0,0
"tech-data",0,2.66666666666667,1,0,2.33333333333333,2,1.5,3.33333333333333,4,4,3.33333333333333,2,0.666666666666667,1,0.5
"tech-mahindra",0,1,1.5,0.333333333333333,2,1,2.5,1.33333333333333,2,2.66666666666667,3.66666666666667,1.66666666666667,0.333333333333333,0,0.5
"telephone-and-data-systems",2.66666666666667,4,4,2.66666666666667,4,4,4,4,4,4,4,4,2.66666666666667,2.66666666666667,2
"tenet-healthcare-corp",0.333333333333333,0.666666666666667,0,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,1.66666666666667,1.33333333333333,0,0,0.333333333333333,0
"tenneco",1.66666666666667,3,2,2.66666666666667,3,3,3,2.66666666666667,3,3.33333333333333,3,2.33333333333333,2.33333333333333,2.66666666666667,2.5
"teradata",2.66666666666667,4,4,3.33333333333333,4,3.33333333333333,4,3.33333333333333,4,4,4,3,2.33333333333333,3,4
"terex-corporation",0.333333333333333,2,1.5,1,1,0.666666666666667,1.5,1.33333333333333,1.33333333333333,2.33333333333333,2,1,0.666666666666667,1.33333333333333,0
"tesla",0,3.66666666666667,2.5,1.66666666666667,3.66666666666667,3,3.5,2.33333333333333,2.66666666666667,3.33333333333333,3.33333333333333,3,1.66666666666667,2.33333333333333,0
"tesoro-corporation",0.666666666666667,0.333333333333333,0,0,0,0,0,1.33333333333333,1.33333333333333,2.66666666666667,2.33333333333333,0,0.666666666666667,3.33333333333333,4
"texas-instruments",1,1.33333333333333,1.5,0.333333333333333,0,0,0.5,2.33333333333333,3.33333333333333,2.66666666666667,2,0,0,0,0.5
"textron",1.33333333333333,4,2,0,1.33333333333333,1.33333333333333,4,2.66666666666667,4,4,4,1.33333333333333,0,2.66666666666667,0
"the-bank-of-new-york-mellon",0,0.666666666666667,1.5,0,1.66666666666667,0,1.5,2.33333333333333,2.33333333333333,3.66666666666667,3.66666666666667,2.66666666666667,0,1,0
"the-hartford",0,0,0,0,0,0,0,0,0.333333333333333,1,0.333333333333333,0,0,0,0
"the-home-depot",1,2.66666666666667,1,0.333333333333333,0,0.666666666666667,2,1,2,1,3,0,0,2,4
"the-north-face",2,3.33333333333333,3,2.66666666666667,3,2.66666666666667,2.5,3,3.33333333333333,2.33333333333333,4,3,2,3.66666666666667,2.5
"thermo-fisher-scientific",1.33333333333333,3.33333333333333,2.5,2,1.66666666666667,1.33333333333333,3,2.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,1,2,1.66666666666667,1.5
"thomson-reuters",1.66666666666667,3,3.5,2.33333333333333,3.66666666666667,3.33333333333333,3.5,3.66666666666667,3.66666666666667,4,3.66666666666667,4,3.33333333333333,2.33333333333333,3.5
"thrivent-financial-for-lutherans",1.66666666666667,3,2.5,1.66666666666667,0,1,1,0,2,0.666666666666667,1.66666666666667,0,0.666666666666667,0,0
"tiffany-co",0,0,1,1.66666666666667,0.333333333333333,0.666666666666667,1.5,0,1,1.33333333333333,2.33333333333333,2,2.33333333333333,0.666666666666667,0
"timberland",2.66666666666667,2.66666666666667,2.5,2.33333333333333,2,2.66666666666667,2.5,2.33333333333333,3,2,3,1,1.66666666666667,2.66666666666667,3.5
"time-inc",0.333333333333333,2.33333333333333,2,1,2,0.333333333333333,1.5,3,2,2,2,1.66666666666667,0.333333333333333,0.666666666666667,0.5
"tjx",2.66666666666667,4,4,2.66666666666667,4,4,4,4,2.66666666666667,1.33333333333333,4,2.66666666666667,1.66666666666667,0,0
"tommy-hilfiger",2,2.33333333333333,2.5,1.66666666666667,1.66666666666667,2,1.5,3,3,1.33333333333333,3,2,1.33333333333333,3,1
"toyota",2.66666666666667,4,4,4,2.66666666666667,2,4,4,4,4,4,3,4,2.66666666666667,0
"toys-r-us",2,1.33333333333333,1.5,1.66666666666667,1,1.33333333333333,1.5,1.33333333333333,1.33333333333333,1,1.33333333333333,1,1.33333333333333,1.33333333333333,1
"tracfone",1.33333333333333,2.66666666666667,2,2.33333333333333,1,1.33333333333333,0.5,2.66666666666667,3.66666666666667,2.66666666666667,3.33333333333333,1,0.666666666666667,2.66666666666667,4
"tractor-supply",4,4,3.5,3.33333333333333,1.33333333333333,2,2.5,2.66666666666667,4,1.33333333333333,4,1,1.33333333333333,4,4
"travelcenters-of-america-llc",1,2,0.5,0,0,0,0,0.333333333333333,2.66666666666667,1.33333333333333,3.33333333333333,0,0.333333333333333,0.666666666666667,1.5
"travelers",2.66666666666667,4,4,2.66666666666667,4,4,4,4,4,4,4,4,2.66666666666667,2.66666666666667,2
"treehouse-foods",2.66666666666667,4,4,1.33333333333333,0,1.33333333333333,2,1.33333333333333,4,2.66666666666667,2.66666666666667,1.33333333333333,1.33333333333333,1.33333333333333,0
"trident",2,2.66666666666667,2,3,3,3,2.5,2,2.33333333333333,1,3,2.33333333333333,3,1.66666666666667,0.5
"trinity-industries",3.66666666666667,3,0.5,1.66666666666667,2,2.33333333333333,2,1.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2,2.33333333333333,2.33333333333333,2.5
"tripadvisor",1,1.33333333333333,0,1,0.666666666666667,0,1.5,1.33333333333333,1.66666666666667,0,1,0,0,0,0
"tropicana-beverages",1.66666666666667,2.33333333333333,1.5,2.33333333333333,0.666666666666667,1,0.5,2,2,1,2.66666666666667,0.666666666666667,1.33333333333333,1.33333333333333,0.5
"twitter",0.333333333333333,1,2.5,1.66666666666667,3.66666666666667,3.33333333333333,3.5,3,1.33333333333333,3.33333333333333,4,2,2.33333333333333,2,1.5
"tyson",3.66666666666667,4,4,3.66666666666667,1.33333333333333,1.66666666666667,3,2.66666666666667,3,2,4,1.33333333333333,2.33333333333333,3.66666666666667,3.5
"uber",1.33333333333333,2,3,2,3,3.66666666666667,4,4,1.66666666666667,1.66666666666667,2.66666666666667,1.33333333333333,1.66666666666667,1,1.5
"ugi-corporation",0.666666666666667,2,0,0,0,0,0,0.666666666666667,1.33333333333333,1,1,0,0,0.666666666666667,0
"ulta-salon-cosmetics",1.33333333333333,2,2,2,1.66666666666667,2,2,2.66666666666667,2,2,3,3,2.66666666666667,1.66666666666667,0.5
"under-armour",1,3.66666666666667,2.5,2,3,3.33333333333333,3.5,3.66666666666667,3.66666666666667,2.33333333333333,4,2.33333333333333,2,3,2
"union-pacific",2.33333333333333,2.66666666666667,2.5,2.33333333333333,0.666666666666667,1.66666666666667,0,2.33333333333333,4,2.66666666666667,3.33333333333333,1,1.33333333333333,4,4
"united",0.666666666666667,0.333333333333333,0.5,0.333333333333333,1.33333333333333,0.333333333333333,0.5,1.66666666666667,1.33333333333333,2,1.33333333333333,0.666666666666667,0.333333333333333,1,2
"united-technologies",1,2,1.5,2,1.66666666666667,1.33333333333333,2.5,3,2.66666666666667,3.33333333333333,2,1.66666666666667,2,1.66666666666667,3
"unitedhealth",2,3.33333333333333,2.5,2,0.666666666666667,0.666666666666667,1.5,2.66666666666667,2.66666666666667,2.66666666666667,3.66666666666667,1,1.33333333333333,1.66666666666667,1
"univar",2.33333333333333,2,2,2.66666666666667,1.66666666666667,2.66666666666667,3,2.33333333333333,2.66666666666667,2.33333333333333,2.33333333333333,2.66666666666667,1.66666666666667,1.66666666666667,1.5
"universal-health-services",1.33333333333333,2,1,1.33333333333333,0,0,0,1.33333333333333,2,0,1.33333333333333,0,1.66666666666667,1,0
"universal-music-group",1.33333333333333,0,1,1.33333333333333,1.66666666666667,0.333333333333333,1,3,1.66666666666667,2.33333333333333,4,2,1.33333333333333,0.333333333333333,0
"unum-group",0,2.33333333333333,2,0,1,0,1.5,4,3.33333333333333,4,3,1,1,1,0
"upc",2.33333333333333,1.66666666666667,2,1,0,0,0,1,2.66666666666667,1,1.66666666666667,0.333333333333333,1,3,1.5
"ups",2,2.66666666666667,1.5,1.66666666666667,1,1.33333333333333,1.5,1.66666666666667,3,1.66666666666667,2.66666666666667,0.666666666666667,0.666666666666667,2.66666666666667,3
"us-bank",0.333333333333333,0.666666666666667,0,0,0,0.333333333333333,0,1,1,0.333333333333333,0,0.333333333333333,0,0.666666666666667,2
"us-foods-holding-corp",2.33333333333333,3,3,3,3,2.66666666666667,3,2.66666666666667,3,2.66666666666667,3.33333333333333,3,3.33333333333333,0.666666666666667,1
"valero",2,2.66666666666667,2,1.33333333333333,2.66666666666667,2,1.5,2,2.66666666666667,2,2.33333333333333,2,2,1,2
"veritiv-corp",0,2,0,0.333333333333333,0.666666666666667,0,1,2.66666666666667,3,3.33333333333333,2.66666666666667,1,1.33333333333333,0.666666666666667,0
"verizon",1.33333333333333,1.33333333333333,0.5,0.666666666666667,1.66666666666667,1.66666666666667,1.5,1.66666666666667,1.66666666666667,2,1.66666666666667,1.33333333333333,1.33333333333333,1.33333333333333,1.5
"vf-corporation",0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.666666666666667,1,1,1,0.666666666666667,0,1.66666666666667,0.333333333333333,0,0.666666666666667,0.5
"victorias-secret",1.66666666666667,4,2,3.33333333333333,3.33333333333333,4,3.5,2.66666666666667,2.66666666666667,1.66666666666667,4,4,4,0,0
"visa",0.333333333333333,1.33333333333333,0.5,0.666666666666667,1,0.666666666666667,0.5,2.33333333333333,3,3,4,1.33333333333333,0.666666666666667,2.66666666666667,0.5
"visteon-corporation",1.66666666666667,3,2.5,2.33333333333333,3.33333333333333,3.66666666666667,4,3.66666666666667,3.33333333333333,4,3.66666666666667,3,2.66666666666667,2.66666666666667,2
"vmware",0.666666666666667,3.66666666666667,2,0.666666666666667,1.66666666666667,2.66666666666667,4,4,3,3.33333333333333,2.66666666666667,0.666666666666667,0.666666666666667,1.66666666666667,0.5
"volkswagen",0,0,1.5,0,0,0,0,0.333333333333333,0,2.33333333333333,0.666666666666667,1,1,1.33333333333333,0.5
"voya-financial",2.66666666666667,4,3,3.66666666666667,1.66666666666667,2,4,2.66666666666667,4,1.33333333333333,4,1.33333333333333,1.66666666666667,2.33333333333333,3.5
"walgreens",3.33333333333333,3.66666666666667,4,3.33333333333333,0,1.33333333333333,1.5,0.666666666666667,3,2,2.33333333333333,0.666666666666667,2,0,0
"walmart",2,1.66666666666667,2,0.666666666666667,0,0,0,0,0.666666666666667,1.33333333333333,2,0,0,1,0
"warner-bros",2,2.33333333333333,2,2.66666666666667,2.33333333333333,2.33333333333333,2.5,3,3.33333333333333,2.33333333333333,3.66666666666667,3.33333333333333,2,1.66666666666667,2
"washington-post",1,1.66666666666667,1,1,2.33333333333333,1.33333333333333,1.5,2.66666666666667,2.66666666666667,3,3,1.33333333333333,1.66666666666667,1.66666666666667,1
"waste-management",0.333333333333333,2.33333333333333,1,0,0,0.333333333333333,2,3,3.66666666666667,2,4,0,0,2.66666666666667,2.5
"wec-energy-group",2.33333333333333,2,0.5,1.66666666666667,0,0,0,0.333333333333333,1.33333333333333,1.33333333333333,1.33333333333333,0.666666666666667,0,2,0.5
"wellcare-health-plans",0.666666666666667,2.33333333333333,2,1,1.33333333333333,1,1.5,2.33333333333333,2,2,3.33333333333333,1,1.33333333333333,0,0
"wells-fargo",0.666666666666667,3,2,2.33333333333333,2.66666666666667,2,2.5,2.33333333333333,3.33333333333333,3,4,1.33333333333333,1.66666666666667,1,1
"welltower-inc",2.33333333333333,2.66666666666667,3.5,2,0,0,2.5,2.33333333333333,3.33333333333333,2.33333333333333,3,0.666666666666667,0.666666666666667,2,0
"wesco-international",2.66666666666667,2.66666666666667,3,2.66666666666667,2.33333333333333,2.66666666666667,2,1.66666666666667,1.66666666666667,2.33333333333333,2,2.33333333333333,2.66666666666667,1.66666666666667,2.5
"western-digital",2.66666666666667,2.66666666666667,3.5,2.66666666666667,2,2.33333333333333,2,2,2.33333333333333,2.66666666666667,2,2.66666666666667,3,1.66666666666667,2
"western-refining",1.66666666666667,1,0.5,1,0,0,0,1.66666666666667,2.66666666666667,2,2.66666666666667,0,0,0,0
"western-union",1,3,3,1.66666666666667,1.66666666666667,1,1.5,3,3,3.33333333333333,3,1.66666666666667,1.33333333333333,2,3
"westin",1.33333333333333,0.666666666666667,1,1,0.666666666666667,0.666666666666667,0,0.666666666666667,1,0.666666666666667,2,1.33333333333333,1.33333333333333,0.666666666666667,0
"westrock-company",0.333333333333333,1,0.5,0.666666666666667,1,1.33333333333333,1.5,NA,2,0.666666666666667,2.66666666666667,0,0.333333333333333,0,0
"weyerhaeuser",1.66666666666667,2,2,2,2,2,2,1.66666666666667,2,1.66666666666667,2.33333333333333,1.33333333333333,2,2.33333333333333,2
"whirlpool",1,1.33333333333333,0.5,0.666666666666667,2.66666666666667,1.66666666666667,3,2,1.33333333333333,3.33333333333333,2.66666666666667,2.33333333333333,1.33333333333333,1.66666666666667,0
"whole-foods",2.33333333333333,4,4,3.33333333333333,3.66666666666667,3.33333333333333,4,3.66666666666667,3,3,4,3.66666666666667,3.33333333333333,2,1.5
"williams",0,2.33333333333333,0,0,0,0,0,0.666666666666667,1.66666666666667,1.66666666666667,2,0,0,0.666666666666667,0
"windstream",1.66666666666667,2,1.5,1,1.66666666666667,1.66666666666667,1,1.66666666666667,3,2,2.33333333333333,1,1.66666666666667,1,1
"wipro",1.66666666666667,4,2,1.66666666666667,1.33333333333333,2,3,2.66666666666667,4,3.33333333333333,4,0.333333333333333,1.66666666666667,0.666666666666667,0
"workday",3.33333333333333,4,3,2.66666666666667,1.33333333333333,1.33333333333333,2.5,2.33333333333333,4,2.33333333333333,3.66666666666667,1,2,0.666666666666667,2.5
"world-fuel-services-corporation",0.333333333333333,0.666666666666667,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.5,1.66666666666667,2,2,2.33333333333333,1.33333333333333,0,2.66666666666667,0
"wrigleys",3,2.33333333333333,1,3,1,1.66666666666667,1.5,2,2.33333333333333,2,2,1.66666666666667,1,2,2.5
"ww-grainger-inc",1.66666666666667,1.33333333333333,1,0.666666666666667,2,1,2,1.33333333333333,2,2.66666666666667,2.33333333333333,0.666666666666667,0.333333333333333,0,0
"wyndham",2.33333333333333,3.33333333333333,2,2.66666666666667,1,1,3.5,3,3.66666666666667,2.66666666666667,4,0.333333333333333,0.666666666666667,1,0
"wynn-resorts",0,1,1,0.666666666666667,3.66666666666667,2,1.5,2.66666666666667,1.66666666666667,2,3,3.66666666666667,1.33333333333333,2,0
"xbox",1.33333333333333,1.33333333333333,2,2,3.33333333333333,4,3.5,2.66666666666667,1.66666666666667,2,2.66666666666667,1.66666666666667,1.33333333333333,0.666666666666667,1.5
"xcel-energy-inc",1,0.333333333333333,0.5,0,0,0,0.5,1.66666666666667,1,2,1.66666666666667,0,0.666666666666667,3,3.5
"xerox",0,0,0.5,0,NA,0,0,NA,0.333333333333333,1.33333333333333,0.666666666666667,0,0,0,0
"xfinity",1.33333333333333,1.66666666666667,1.5,2.66666666666667,1.33333333333333,2,2,0.333333333333333,1.66666666666667,2,2,0.666666666666667,1.66666666666667,1,0.5
"xpo-logistics",0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.5,1,2,1,2,0,0,0,0
"yahoo",2,2.66666666666667,3,3.33333333333333,3.33333333333333,2.66666666666667,2.5,3.33333333333333,3.66666666666667,2.66666666666667,3.66666666666667,2.33333333333333,2,2,2
"yoplait",0.333333333333333,0,1,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1.33333333333333,0,0
"youtube",1.33333333333333,3.66666666666667,4,4,4,4,4,4,4,2.66666666666667,4,1.33333333333333,2.66666666666667,1.33333333333333,0.5
"yum-brands",0,1.33333333333333,1.5,1,1.33333333333333,2,0.5,1.33333333333333,1,0.333333333333333,2.33333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0
"zara",0,0,0,0,2,3,0,2,0.666666666666667,0.666666666666667,2.33333333333333,1.66666666666667,0,0.666666666666667,0
"zimmer",2.33333333333333,3.33333333333333,3,2,1.33333333333333,1.66666666666667,3.5,2,3.33333333333333,2.66666666666667,2.66666666666667,0.666666666666667,2,1.33333333333333,1.5
