"","sincerity","excitement","competence","sophistication","ruggedness"
"l3-communications-holdings",1.81818181818182,2.18181818181818,3.33333333333333,1.66666666666667,2.4
"laboratory-corp-of-america",1.27272727272727,1.18181818181818,2.77777777777778,0,0.6
"lam-research-corporation",1.18181818181818,1.72727272727273,3.77777777777778,0,0
"land-olakes",3,2.90909090909091,3,3,3
"landrover",3.18181818181818,3.81818181818182,3.33333333333333,2.83333333333333,3.6
"lansing-trade-group",0.909090909090909,1.72727272727273,2.11111111111111,1.33333333333333,1.2
"las-vegas-sands",1.72727272727273,2.54545454545455,3.88888888888889,2,0
"lawson-software",1.81818181818182,2,2.88888888888889,1.33333333333333,0.6
"lear-corporation",2.36363636363636,2.81818181818182,3.66666666666667,1.16666666666667,2.4
"lee",3.18181818181818,1.90909090909091,3.11111111111111,2,3.2
"lego",3.09090909090909,2.81818181818182,2.88888888888889,2,1.8
"lennar",2,0.363636363636364,3,1.16666666666667,3.6
"lenovo",2,2.54545454545455,3.88888888888889,1.16666666666667,0.4
"leucadia-national-corporation",0.818181818181818,0.363636363636364,2.11111111111111,0.333333333333333,1.6
"level-3",0.909090909090909,1.18181818181818,3.22222222222222,0.333333333333333,0.8
"levis",1.45454545454545,2.09090909090909,2,1,0
"liberty-interactive-corporation",2.36363636363636,2.27272727272727,1.88888888888889,2.5,1
"liberty-mutual-holding-company",2.45454545454545,2.72727272727273,3.44444444444444,1.66666666666667,1.4
"lifepoint-health",1.27272727272727,0.181818181818182,1.11111111111111,0,0.4
"lilly",0.909090909090909,0.363636363636364,1.33333333333333,0,0
"lincoln",2,2.63636363636364,3.33333333333333,3.5,0.8
"linkedin",1,1.45454545454545,2.22222222222222,1.16666666666667,0.8
"listerine",3.09090909090909,3.36363636363636,3.22222222222222,2.5,2
"lithia-motors",3.72727272727273,3.72727272727273,3.55555555555556,3,2.8
"live-nation-entertainment",2.27272727272727,2.81818181818182,3.44444444444444,1.83333333333333,0.4
"lkq-corporation",2.54545454545455,2.36363636363636,2.22222222222222,2.83333333333333,1.8
"lm",1.45454545454545,1.18181818181818,2,0.833333333333333,1.8
"lockheed-martin",1.45454545454545,1.63636363636364,NA,1.66666666666667,2
"loews-corporation",0.363636363636364,0.454545454545455,3,0.166666666666667,0
"loreal",0.909090909090909,2.63636363636364,3,2.33333333333333,0.4
"louis-vuitton",1.45454545454545,3.81818181818182,2.11111111111111,3.66666666666667,1.8
"lowes",2.81818181818182,0.909090909090909,1.44444444444444,0.833333333333333,2.6
"lyondellbasell",1.90909090909091,2.27272727272727,2.88888888888889,1.66666666666667,2.4
"mac",0.454545454545455,1.54545454545455,1.11111111111111,1,0
"macys",3.54545454545455,3.63636363636364,3.55555555555556,3.66666666666667,3
"marathon-petroleum",2.18181818181818,1.72727272727273,1.88888888888889,1.83333333333333,0.6
"markel-corporation",2.36363636363636,1.36363636363636,3,1.16666666666667,0
"marriott",2.45454545454545,2.63636363636364,3.44444444444444,2.66666666666667,1
"mars",3.09090909090909,1.18181818181818,3.22222222222222,2.16666666666667,1
"marshalls",2.81818181818182,1.45454545454545,2,1.16666666666667,1.8
"masco",3.54545454545455,3.45454545454545,3.33333333333333,2.16666666666667,2.4
"massachusetts-mutual-life-insurance-company",1.63636363636364,1.36363636363636,2.77777777777778,1.83333333333333,1
"mastercard",1.90909090909091,0.818181818181818,3.44444444444444,0.666666666666667,0.4
"mattel",2.81818181818182,3,3.22222222222222,1.16666666666667,1
"max-factor",2.09090909090909,2.54545454545455,2.44444444444444,2.66666666666667,0.4
"maytag",0.363636363636364,1,2.33333333333333,0,0
"mccormick",2.90909090909091,1.45454545454545,3.55555555555556,1.33333333333333,0.8
"mcdonalds",0,0,0,0,0.8
"mckesson",2.54545454545455,3,2.88888888888889,2.33333333333333,2.4
"mckinsey",0.727272727272727,1.27272727272727,2.77777777777778,1.5,1
"mclane-company",2.81818181818182,1.63636363636364,3.11111111111111,2.16666666666667,2.2
"medtronic",0,0,2.22222222222222,0,0
"mercedes-benz",2.72727272727273,3.72727272727273,3.77777777777778,3.5,2.2
"merck",1.18181818181818,1.45454545454545,2.22222222222222,0.833333333333333,0.4
"metlife",2.45454545454545,2.54545454545455,2.33333333333333,1.83333333333333,2.2
"mgm-resorts-international",1.36363636363636,2.90909090909091,3.55555555555556,2.66666666666667,1.2
"michael-kors",1,2.72727272727273,2.11111111111111,3,0.2
"michaels",3.09090909090909,3.54545454545455,3.22222222222222,2.16666666666667,1.4
"micron-technology",0.636363636363636,0.363636363636364,1.88888888888889,0.166666666666667,0
"microsoft",1.27272727272727,1.81818181818182,2.88888888888889,1,0.6
"mini",0.818181818181818,1.45454545454545,1.33333333333333,1,0.4
"minute-maid",1.90909090909091,2,1.88888888888889,2,1.4
"mobil",1.45454545454545,1.45454545454545,4,0.666666666666667,3.2
"moet",2.18181818181818,3.27272727272727,3.11111111111111,2,0.6
"mohawk-industries",2.45454545454545,2.54545454545455,2.77777777777778,3.16666666666667,2.4
"molina-healthcare",1.90909090909091,0.818181818181818,2.55555555555556,1.66666666666667,1.8
"mondelez-international",2.27272727272727,3,3.22222222222222,1.33333333333333,0.2
"monsanto-company",0.181818181818182,0.636363636363636,2.66666666666667,0,0.2
"monster-beverage",1.27272727272727,2.63636363636364,1.88888888888889,1.33333333333333,3
"moodys",1.45454545454545,1.27272727272727,2.88888888888889,1,0.8
"morgan-stanley",0.636363636363636,1.45454545454545,3.22222222222222,0.666666666666667,0.6
"mosaic",3,3.72727272727273,3.33333333333333,1.5,1.6
"motorola",2,2.54545454545455,3.33333333333333,1.16666666666667,3.6
"mountain-dew",1.63636363636364,2.36363636363636,1.66666666666667,1.83333333333333,2.8
"mt-bank",1.54545454545455,1.36363636363636,2.44444444444444,0.5,0
"mtv",0.454545454545455,2.90909090909091,0.777777777777778,0.833333333333333,0.6
"murphy-usa",3.36363636363636,1.09090909090909,1.77777777777778,0.833333333333333,0.8
"mutual-of-omaha-insurance-company",2.90909090909091,0,3.11111111111111,0,0
"national-oilwell-varco",0.909090909090909,0.818181818181818,2.44444444444444,0.166666666666667,3.6
"nationwide-mutual-insurance-co",2.63636363636364,0.636363636363636,2.88888888888889,0.333333333333333,1.6
"navient-corporation",2.81818181818182,2.54545454545455,3.77777777777778,1.33333333333333,1.8
"navistar-international-corporation",2.18181818181818,1.81818181818182,4,0.666666666666667,2.4
"nbc",1.27272727272727,0.636363636363636,1.33333333333333,0.833333333333333,0.6
"ncr-corporation",0.545454545454545,0.636363636363636,2.66666666666667,0.666666666666667,0
"nestle",2.27272727272727,2.09090909090909,2.66666666666667,1.83333333333333,1.6
"netapp",1.81818181818182,2.72727272727273,3.55555555555556,1,0.8
"netflix",2.63636363636364,3,3,2.33333333333333,1.8
"neutrogena",1,1,1.11111111111111,1.83333333333333,0
"new-york-life-insurance-company",1.18181818181818,1.54545454545455,2,1.66666666666667,0.8
"newell-brands",2.45454545454545,3.45454545454545,3.55555555555556,2.5,1.2
"newmont-mining-corporation",1.72727272727273,1.18181818181818,2.66666666666667,0.666666666666667,0.6
"newport",1.90909090909091,2.09090909090909,2.22222222222222,1.66666666666667,1.6
"news-corporation",0.545454545454545,1.54545454545455,2.55555555555556,1.16666666666667,0
"nextera-energy",1.18181818181818,1.63636363636364,3.11111111111111,1.16666666666667,1.2
"ngl-energy-partners-lp",1.63636363636364,1.45454545454545,2.55555555555556,1.33333333333333,2.4
"nielsen",2.63636363636364,2.54545454545455,3.11111111111111,2.66666666666667,2.4
"nike",3.63636363636364,4,4,4,4
"nisource",1.72727272727273,1.63636363636364,2.55555555555556,0.833333333333333,2.2
"nissan",1.81818181818182,1.81818181818182,3.33333333333333,1.16666666666667,0.4
"nordstrom",1.36363636363636,2.36363636363636,2.88888888888889,3.16666666666667,1.4
"norfolk",0,0.363636363636364,1.44444444444444,0,0.4
"northrop-grumman-corporation",1.18181818181818,1.54545454545455,1,0.666666666666667,1.6
"northwestern-mutual-life-insurance-company",2.90909090909091,1.45454545454545,3.55555555555556,0.666666666666667,0.8
"norwegian-cruise",2.45454545454545,2.45454545454545,2.55555555555556,2.33333333333333,1.6
"nrg-energy",1.54545454545455,2.18181818181818,3.11111111111111,1.33333333333333,1.8
"nucor-corporation",1.54545454545455,1.81818181818182,3.22222222222222,0,3.6
"nvidia",1.45454545454545,3.54545454545455,3.33333333333333,2.16666666666667,0.8
"nvr",2.27272727272727,1.36363636363636,3.44444444444444,0.833333333333333,1.2
"occidental-petroleum-corporation",1.72727272727273,1.90909090909091,3.44444444444444,0.666666666666667,3.6
"office-depot",0.545454545454545,0.636363636363636,0.555555555555556,0,0
"old-navy",2.45454545454545,1.45454545454545,2.11111111111111,1.5,0.8
"old-republic-international-corporation",0.0909090909090909,0,1.33333333333333,0,0.4
"omnicom-group",0.818181818181818,1.63636363636364,3.22222222222222,0.666666666666667,0
"oneok",0.454545454545455,0,1.77777777777778,0.166666666666667,2.4
"optumhealth",0.363636363636364,1,3,0.333333333333333,0.8
"oral-b",2.45454545454545,2.18181818181818,3.33333333333333,1.66666666666667,1.2
"oreilly-auto-parts",1.90909090909091,1.81818181818182,1.88888888888889,0.666666666666667,1
"oshkosh-corporation",1.27272727272727,2.18181818181818,3.44444444444444,1.5,1
"otis",1.36363636363636,1.90909090909091,1.33333333333333,2.83333333333333,1
"owens-corning",1.63636363636364,1.54545454545455,3.33333333333333,1.33333333333333,2.8
"owens-minor",1.54545454545455,2.18181818181818,2,1.16666666666667,1.6
"owensillinois",2,3.36363636363636,2.55555555555556,2.5,0.8
"p-and-g",1.81818181818182,0.818181818181818,2,0.333333333333333,0.4
"paccar-inc",3.09090909090909,3.18181818181818,3.11111111111111,3,3.4
"pacific-life",2.18181818181818,2.09090909090909,2.11111111111111,1.5,1.4
"packaging-corporation-of-america",0.636363636363636,0.363636363636364,1.11111111111111,0.166666666666667,1.4
"panasonic",2.18181818181818,2.72727272727273,3.22222222222222,2.83333333333333,2.6
"panera-bread",1.81818181818182,1.72727272727273,1.33333333333333,0.833333333333333,0.2
"paramount",1.90909090909091,2.27272727272727,2.88888888888889,1.83333333333333,0.6
"parker-hannifin",2.81818181818182,3.09090909090909,3.11111111111111,2.83333333333333,2.4
"parliament",1.81818181818182,2.09090909090909,2.22222222222222,1.66666666666667,0.4
"patterson-companies",2.36363636363636,2.09090909090909,3.22222222222222,2,0
"paypal",0.818181818181818,1.18181818181818,4,0,0.2
"pbf-energy",2.27272727272727,2.90909090909091,3.22222222222222,1.83333333333333,2.8
"peabody-energy-corporation",0.727272727272727,0.545454545454545,2.33333333333333,0,0
"penske-automotive-group",0.181818181818182,0.0909090909090909,1,0,0.6
"pepsi",2.09090909090909,2.45454545454545,3.33333333333333,1.66666666666667,0
"performance-food-group-company",0.636363636363636,0.0909090909090909,0.777777777777778,0,0
"petsmart",3.27272727272727,1.54545454545455,2.55555555555556,0.833333333333333,0.4
"pfizer",0.181818181818182,1,2.44444444444444,0,0
"pge",0.818181818181818,0.727272727272727,2.22222222222222,1,2.6
"philadelphia-insurance-companies",3.09090909090909,2.18181818181818,2.77777777777778,1.5,0
"philip-morris",1.36363636363636,0.545454545454545,2.33333333333333,0.5,1
"phillips",1.90909090909091,1.36363636363636,2.66666666666667,0.666666666666667,1
"pitney-bowes-inc",1.36363636363636,1.90909090909091,3.11111111111111,0.833333333333333,0
"pizza-hut",2.09090909090909,2,1.88888888888889,0.5,0.8
"plains-gp-holdings",0.909090909090909,1.63636363636364,2.55555555555556,1,1.6
"pnc",0.909090909090909,0.454545454545455,2.55555555555556,0.333333333333333,0.2
"polaris-inds",1.36363636363636,2.09090909090909,1.66666666666667,0.666666666666667,3.4
"porsche",1.18181818181818,3.18181818181818,3.22222222222222,3.33333333333333,1.8
"ppg",1.18181818181818,1.27272727272727,1.88888888888889,1.33333333333333,1
"ppl-corporation",0.818181818181818,0.454545454545455,2.77777777777778,0.666666666666667,1
"prada",1.18181818181818,2.09090909090909,2.22222222222222,2.66666666666667,0
"pratt-and-whitney",3.27272727272727,3,3.88888888888889,2.5,3.6
"praxair",0.818181818181818,1.72727272727273,2.77777777777778,0.166666666666667,1
"precision-castparts-corp",1.72727272727273,1.72727272727273,2,0.833333333333333,2
"priceline",1,1.63636363636364,1.66666666666667,0.333333333333333,0
"principal-financial-group",1.45454545454545,2.18181818181818,3.55555555555556,0.666666666666667,0.8
"progressive",2.27272727272727,2,2.66666666666667,1.5,1
"prudential",1,0.636363636363636,1.66666666666667,1,1.4
"pseg",3,1.27272727272727,3.44444444444444,1,1.2
"publix",2.72727272727273,2,2.55555555555556,1.66666666666667,1.4
"pultegroup",3.81818181818182,1.81818181818182,2.44444444444444,0.833333333333333,2
"purina",3.63636363636364,4,4,3.33333333333333,3.2
"pvh-corp",0.909090909090909,2.63636363636364,1.44444444444444,2.33333333333333,0.6
"quaker-foods-and-snacks",3.27272727272727,0.272727272727273,1.44444444444444,0.333333333333333,2
"qualcomm",3.45454545454545,2.72727272727273,3.55555555555556,2.5,2.2
"quanta-services-inc",3.09090909090909,3,3.44444444444444,2.83333333333333,2.2
"quest-diagnostic",2.36363636363636,2.18181818181818,3.11111111111111,1.83333333333333,0.6
"quintiles-transnational-holdings",3.63636363636364,4,4,4,4
"qvc",0.636363636363636,0.0909090909090909,1.11111111111111,1,0
"rackspace",0.909090909090909,1,1.11111111111111,1.16666666666667,0.8
"ralph-lauren",1.90909090909091,2.90909090909091,2,3,2
"ramada",2.18181818181818,1.45454545454545,3.11111111111111,0.166666666666667,0
"raymond-james",1.27272727272727,2,2.33333333333333,1.66666666666667,0.4
"raytheon",1.72727272727273,1.18181818181818,1.44444444444444,1.66666666666667,0.6
"realogy-holdings-corp",3.09090909090909,2.18181818181818,2.88888888888889,1.66666666666667,1.4
"regions",2.36363636363636,2.81818181818182,3.22222222222222,1.83333333333333,2.2
"reinsurance-group-of-america",0.181818181818182,0.545454545454545,1.44444444444444,0,0
"reliance-steel-aluminum-co",1.45454545454545,1.54545454545455,2.44444444444444,1,1.2
"republic-services",1,2.18181818181818,2.22222222222222,0.833333333333333,1
"reynolds-american",0.545454545454545,0.181818181818182,2,0.166666666666667,2
"rite-aid-corporation",2.72727272727273,1.27272727272727,3.11111111111111,0.666666666666667,1.4
"rockwell-automation",0.818181818181818,1.09090909090909,2.88888888888889,0.666666666666667,2
"ross-dress-for-less",2.09090909090909,2.09090909090909,2,2,1.2
"royal-caribbean-cruises",2.09090909090909,2.45454545454545,2.44444444444444,1.83333333333333,2.6
"rr-donnelley-and-sons-co",1.27272727272727,1.09090909090909,2,1.16666666666667,1.6
"ryder-system",2,1.09090909090909,1,2.33333333333333,1
"sabre",0.181818181818182,0.363636363636364,1.77777777777778,0.166666666666667,0
"safeway",3.45454545454545,2.72727272727273,3.11111111111111,2,1.8
"salesforce",1.36363636363636,2.36363636363636,3.22222222222222,1.33333333333333,0.8
"sams-club",3.18181818181818,2.63636363636364,3.22222222222222,3,2.2
"samsung",1.90909090909091,3.81818181818182,3.44444444444444,2.83333333333333,0.4
"sandisk",0.272727272727273,0.363636363636364,2,0,0
"sanmina-corporation",1.72727272727273,3.54545454545455,3.77777777777778,2.16666666666667,3.2
"santander",0.454545454545455,0.727272727272727,2.44444444444444,0.166666666666667,0.8
"sap",1.81818181818182,2.81818181818182,3.66666666666667,1.5,1.2
"schlumberger",0.0909090909090909,0.545454545454545,1.88888888888889,0.166666666666667,1.6
"seaboard-corporation",2.45454545454545,2.81818181818182,3.77777777777778,2.16666666666667,2
"seagate",0.727272727272727,1.36363636363636,3.55555555555556,0.166666666666667,0
"sealed-air-corporation",2.18181818181818,2.27272727272727,2.22222222222222,2.33333333333333,2
"sears-holdings-corporation",0.909090909090909,0.727272727272727,1.77777777777778,0.166666666666667,0.8
"seiyu",2.45454545454545,2.27272727272727,2.77777777777778,1.83333333333333,0.2
"sempra-energy",0.818181818181818,1.45454545454545,2.11111111111111,0.333333333333333,0.8
"sheraton",2.09090909090909,1.36363636363636,2.11111111111111,0.666666666666667,0
"sherwin-williams",2.09090909090909,0.818181818181818,1.55555555555556,0.5,2.6
"siemens",2,0.727272727272727,2.88888888888889,0,0.2
"simon-property-group",2.72727272727273,1.72727272727273,2.44444444444444,0.833333333333333,1.2
"sirius",2.18181818181818,2.81818181818182,3,2.33333333333333,1
"skechers",1.81818181818182,2.63636363636364,1.44444444444444,2,1.4
"snap-on-inc",1.90909090909091,2.36363636363636,3.44444444444444,1.33333333333333,3.6
"sonic-automotive",2,1.36363636363636,3,1.66666666666667,2.2
"sony",1.81818181818182,2.36363636363636,2.66666666666667,1.83333333333333,2.2
"southern-company",1.63636363636364,1.36363636363636,1.77777777777778,1,1
"southwest",0,0.181818181818182,1.77777777777778,0,0.4
"spartannash-company",1.45454545454545,2.18181818181818,3.55555555555556,0.666666666666667,0.8
"spectra-energy-corp",1,1,1,1,1
"spectrum",1,0.818181818181818,1.88888888888889,0.166666666666667,1
"spirit-aerosystems-holdings",1.63636363636364,1.72727272727273,2.33333333333333,1.33333333333333,2.2
"sprint",2.18181818181818,2.45454545454545,3.55555555555556,1.33333333333333,2.6
"sprite",0.363636363636364,2,1.55555555555556,0.833333333333333,0
"st-jude-medical",2.27272727272727,2.45454545454545,2.66666666666667,0.666666666666667,0.6
"stanley-black--decker",2.09090909090909,1.63636363636364,1.44444444444444,1.83333333333333,1.4
"staples",1.90909090909091,1.54545454545455,2.22222222222222,2,1.6
"starbucks",1.63636363636364,0.909090909090909,1.11111111111111,0.5,0
"starwood-hotels--resorts-worldwide",2.45454545454545,2.63636363636364,3.22222222222222,1.83333333333333,0
"state-farm-insurance-cos",1.27272727272727,0.818181818181818,2.33333333333333,0.833333333333333,0.4
"state-street",2.18181818181818,3.27272727272727,3.55555555555556,1.33333333333333,1.4
"steel-dynamics",3.72727272727273,3.90909090909091,4,3.16666666666667,3.4
"stryker",1.27272727272727,3.63636363636364,3.11111111111111,1.83333333333333,2.4
"subway",2.45454545454545,2.81818181818182,2.22222222222222,2.33333333333333,1.6
"sun-america",0.454545454545455,0,2,0,0.4
"sunoco",2.90909090909091,1.09090909090909,2.44444444444444,1.16666666666667,2.2
"suntrust",1,1.90909090909091,1.88888888888889,2.16666666666667,0.2
"supervalu",3.27272727272727,0.545454545454545,2.11111111111111,0.333333333333333,0.6
"symantec",1.36363636363636,1.27272727272727,2.22222222222222,1.66666666666667,0.6
"synnex-corporation",1.27272727272727,1.54545454545455,3.33333333333333,0.666666666666667,1.2
"sysco",0.636363636363636,1.27272727272727,3.33333333333333,1.16666666666667,1
"taco-bell",0.818181818181818,1,0.777777777777778,0.333333333333333,0.8
"targa-resources-corp",3.27272727272727,4,4,4,3.2
"target",3,3.72727272727273,3.66666666666667,2.83333333333333,1.8
"tata-consultancy-services",1.63636363636364,2.90909090909091,2.66666666666667,1.83333333333333,0.4
"teachers-insurance-and-annuity-association",3.09090909090909,2.54545454545455,3.88888888888889,1.83333333333333,0
"tech-data",0.909090909090909,2.36363636363636,3.77777777777778,1.33333333333333,0.8
"tech-mahindra",0.636363636363636,1.63636363636364,2.77777777777778,1,0.2
"telephone-and-data-systems",3.27272727272727,4,4,3.33333333333333,2.4
"tenet-healthcare-corp",0.363636363636364,0.0909090909090909,1.22222222222222,0,0.2
"tenneco",2.36363636363636,2.90909090909091,3.11111111111111,2.33333333333333,2.6
"teradata",3.45454545454545,3.63636363636364,4,2.66666666666667,3.4
"terex-corporation",1.18181818181818,1.09090909090909,1.88888888888889,0.833333333333333,0.8
"tesla",1.90909090909091,3.09090909090909,3.11111111111111,2.33333333333333,1.4
"tesoro-corporation",0.272727272727273,0.363636363636364,2.11111111111111,0.333333333333333,3.6
"texas-instruments",1,0.727272727272727,2.66666666666667,0,0.2
"textron",1.81818181818182,2.18181818181818,4,0.666666666666667,1.6
"the-bank-of-new-york-mellon",0.454545454545455,1.36363636363636,3.22222222222222,1.33333333333333,0.6
"the-hartford",0,0,0.555555555555556,0,0
"the-home-depot",1.27272727272727,0.818181818181818,2,0,2.8
"the-north-face",2.72727272727273,2.81818181818182,3.22222222222222,2.5,3.2
"thermo-fisher-scientific",2.27272727272727,2.09090909090909,3.33333333333333,1.5,1.6
"thomson-reuters",2.54545454545455,3.54545454545455,3.77777777777778,3.66666666666667,2.8
"thrivent-financial-for-lutherans",2.18181818181818,0.454545454545455,1.44444444444444,0.333333333333333,0
"tiffany-co",0.636363636363636,0.545454545454545,1.55555555555556,2.16666666666667,0.4
"timberland",2.54545454545455,2.36363636363636,2.66666666666667,1.33333333333333,3
"time-inc",1.36363636363636,1.72727272727273,2,1,0.6
"tjx",3.27272727272727,4,2.66666666666667,2.16666666666667,0
"tommy-hilfiger",2.09090909090909,2.09090909090909,2.44444444444444,1.66666666666667,2.2
"toyota",3.63636363636364,3.09090909090909,4,3.5,1.6
"toys-r-us",1.63636363636364,1.27272727272727,1.22222222222222,1.16666666666667,1.2
"tracfone",2.09090909090909,1.45454545454545,3.22222222222222,0.833333333333333,3.2
"tractor-supply",3.72727272727273,2.09090909090909,3.11111111111111,1.16666666666667,4
"travelcenters-of-america-llc",0.909090909090909,0.0909090909090909,2.44444444444444,0.166666666666667,1
"travelers",3.27272727272727,4,4,3.33333333333333,2.4
"treehouse-foods",2.90909090909091,1.09090909090909,3.11111111111111,1.33333333333333,0.8
"trident",2.45454545454545,2.63636363636364,2.11111111111111,2.66666666666667,1.2
"trinity-industries",2.36363636363636,1.90909090909091,2.33333333333333,2.16666666666667,2.4
"tripadvisor",0.909090909090909,0.818181818181818,0.888888888888889,0,0
"tropicana-beverages",2,1.09090909090909,1.88888888888889,1,1
"twitter",1.27272727272727,3.36363636363636,2.88888888888889,2.16666666666667,1.8
"tyson",3.81818181818182,2.09090909090909,3,1.83333333333333,3.6
"uber",2,3.63636363636364,2,1.5,1.2
"ugi-corporation",0.727272727272727,0.181818181818182,1.11111111111111,0,0.4
"ulta-salon-cosmetics",1.81818181818182,2.09090909090909,2.33333333333333,2.83333333333333,1.2
"under-armour",2.27272727272727,3.36363636363636,3.33333333333333,2.16666666666667,2.6
"union-pacific",2.45454545454545,1.27272727272727,3.33333333333333,1.16666666666667,4
"united",0.454545454545455,1,1.55555555555556,0.5,1.4
"united-technologies",1.63636363636364,2.09090909090909,2.66666666666667,1.83333333333333,2.2
"unitedhealth",2.45454545454545,1.36363636363636,3,1.16666666666667,1.4
"univar",2.27272727272727,2.36363636363636,2.44444444444444,2.16666666666667,1.6
"universal-health-services",1.45454545454545,0.363636363636364,1.11111111111111,0.833333333333333,0.6
"universal-music-group",0.909090909090909,1.54545454545455,2.66666666666667,1.66666666666667,0.2
"unum-group",1,1.63636363636364,3.44444444444444,1,0.6
"upc",1.72727272727273,0.272727272727273,1.77777777777778,0.666666666666667,2.4
"ups",2,1.36363636363636,2.44444444444444,0.666666666666667,2.8
"us-bank",0.272727272727273,0.363636363636364,0.444444444444444,0.166666666666667,1.2
"us-foods-holding-corp",2.81818181818182,2.81818181818182,3,3.16666666666667,0.8
"valero",2,2.09090909090909,2.33333333333333,2,1.4
"veritiv-corp",0.636363636363636,1.09090909090909,3,1.16666666666667,0.4
"verizon",1,1.63636363636364,1.77777777777778,1.33333333333333,1.4
"vf-corporation",0.363636363636364,0.909090909090909,0.777777777777778,0.166666666666667,0.6
"victorias-secret",2.81818181818182,3.36363636363636,2.77777777777778,4,0
"visa",0.727272727272727,1.18181818181818,3.33333333333333,1,1.8
"visteon-corporation",2.36363636363636,3.63636363636364,3.66666666666667,2.83333333333333,2.4
"vmware",1.72727272727273,3,3,0.666666666666667,1.2
"volkswagen",0.272727272727273,0.0909090909090909,1,1,1
"voya-financial",3.36363636363636,2.45454545454545,3.11111111111111,1.5,2.8
"walgreens",3.54545454545455,0.818181818181818,2.44444444444444,1.33333333333333,0
"walmart",1.54545454545455,0,1.33333333333333,0,0.6
"warner-bros",2.27272727272727,2.54545454545455,3.11111111111111,2.66666666666667,1.8
"washington-post",1.18181818181818,2,2.88888888888889,1.5,1.4
"waste-management",0.909090909090909,1.27272727272727,3.22222222222222,0,2.6
"wec-energy-group",1.72727272727273,0.0909090909090909,1.33333333333333,0.333333333333333,1.4
"wellcare-health-plans",1.45454545454545,1.54545454545455,2.44444444444444,1.16666666666667,0
"wells-fargo",2,2.36363636363636,3.44444444444444,1.5,1
"welltower-inc",2.54545454545455,1.09090909090909,2.88888888888889,0.666666666666667,1.2
"wesco-international",2.72727272727273,2.18181818181818,2,2.5,2
"western-digital",2.81818181818182,2.09090909090909,2.33333333333333,2.83333333333333,1.8
"western-refining",1.09090909090909,0.454545454545455,2.44444444444444,0,0
"western-union",2.09090909090909,1.81818181818182,3.11111111111111,1.5,2.4
"westin",1,0.545454545454545,1.22222222222222,1.33333333333333,0.4
"westrock-company",0.636363636363636,NA,1.77777777777778,0.166666666666667,0
"weyerhaeuser",1.90909090909091,1.90909090909091,2,1.66666666666667,2.2
"whirlpool",0.909090909090909,2.27272727272727,2.44444444444444,1.83333333333333,1
"whole-foods",3.36363636363636,3.63636363636364,3.33333333333333,3.5,1.8
"williams",0.636363636363636,0.181818181818182,1.77777777777778,0,0.4
"windstream",1.54545454545455,1.54545454545455,2.44444444444444,1.33333333333333,1
"wipro",2.36363636363636,2.18181818181818,3.77777777777778,1,0.4
"workday",3.27272727272727,1.81818181818182,3.33333333333333,1.5,1.4
"world-fuel-services-corporation",0.545454545454545,0.727272727272727,2.11111111111111,0.666666666666667,1.6
"wrigleys",2.45454545454545,1.54545454545455,2.11111111111111,1.33333333333333,2.2
"ww-grainger-inc",1.18181818181818,1.54545454545455,2.33333333333333,0.5,0
"wyndham",2.63636363636364,2,3.44444444444444,0.5,0.6
"wynn-resorts",0.636363636363636,2.54545454545455,2.22222222222222,2.5,1.2
"xbox",1.63636363636364,3.36363636363636,2.11111111111111,1.5,1
"xcel-energy-inc",0.454545454545455,0.545454545454545,1.55555555555556,0.333333333333333,3.2
"xerox",0.0909090909090909,NA,0.777777777777778,0,0
"xfinity",1.81818181818182,1.36363636363636,1.88888888888889,1.16666666666667,0.8
"xpo-logistics",0.0909090909090909,0.545454545454545,1.66666666666667,0,0
"yahoo",2.72727272727273,3,3.33333333333333,2.16666666666667,2
"yoplait",0.363636363636364,0.0909090909090909,0.333333333333333,0.833333333333333,0
"youtube",3.18181818181818,4,3.55555555555556,2,1
"yum-brands",0.909090909090909,1.36363636363636,1.22222222222222,0.666666666666667,0.4
"zara",0,1.90909090909091,1.22222222222222,0.833333333333333,0.4
"zimmer",2.63636363636364,2,2.88888888888889,1.33333333333333,1.4
